,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,53,1:43.066,193.611,17:39:09
6,2,Nico Rosberg,Mercedes,55,1:43.960,191.946,17:42:51
14,3,Fernando Alonso,Ferrari,47,1:44.165,191.569,17:29:09
1,4,Sebastian Vettel,Red Bull Racing Renault,51,1:44.289,191.341,17:36:01
3,5,Daniel Ricciardo,Red Bull Racing Renault,48,1:44.675,190.635,17:34:03
19,6,Felipe Massa,Williams Mercedes,44,1:44.897,190.232,17:24:28
7,7,Kimi Räikkönen,Ferrari,36,1:45.129,189.812,17:10:59
20,8,Kevin Magnussen,McLaren Mercedes,44,1:45.373,189.372,17:24:48
77,9,Valtteri Bottas,Williams Mercedes,31,1:45.475,189.189,17:01:02
27,10,Nico Hulkenberg,Force India Mercedes,38,1:45.982,188.284,17:13:06
22,11,Jenson Button,McLaren Mercedes,47,1:46.039,188.183,17:29:47
8,12,Romain Grosjean,Lotus Renault,42,1:46.224,187.855,17:21:29
26,13,Daniil Kvyat,STR Renault,36,1:46.695,187.026,17:10:39
9,14,Marcus Ericsson,Caterham Renault,40,1:47.500,185.626,17:19:00
10,15,Kamui Kobayashi,Caterham Renault,53,1:47.753,185.190,17:41:51
21,16,Esteban Gutierrez ,Sauber Ferrari,27,1:47.782,185.140,16:54:20
99,17,Adrian Sutil,Sauber Ferrari,27,1:48.040,184.698,16:54:18
4,18,Max Chilton,Marussia Ferrari,49,1:48.249,184.341,17:35:29
25,19,Jean-Eric Vergne,STR Renault,4,1:48.527,183.869,16:12:15
13,20,Pastor Maldonado,Lotus Renault,6,1:50.929,179.888,16:15:25
17,21,Jules Bianchi,Marussia Ferrari,4,1:51.473,179.010,16:13:31
