,Position,Driver,Car,Time
1,1,Jim Clark,Lotus Climax,1:28.900
8,2,Jack Brabham,Lotus Climax,1:29.000
9,3,Dan Gurney,Lotus Climax,1:29.100
3,4,John Surtees,Ferrari,1:29.800
4,5,Lorenzo Bandini,Ferrari,1:30.200
5,6,Graham Hill,BRM,1:30.300
6,7,Richie Ginther,BRM,1:30.400
2,8,Trevor  Taylor ,Lotus Climax,1:30.400
10,9,Bruce McLaren,Cooper Climax,1:31.200
11,10,Tony Maggs,Cooper Climax,1:31.500
12,11,Jo Bonnier,Cooper Climax,1:32.000
7,12,Ernie Pieterse,Lotus Climax,1:34.500
19,13,John Love,Cooper Climax,1:34.600
22,14,David Prophet,Brabham Ford,1:35.500
21,15,Brausch Niemann,Lotus Ford,1:35.600
18,16,Peter de Klerk,Alfa Romeo,1:35.700
20,17,Sam Tingle,LDS Alfa Romeo,1:35.800
16,18,Doug Serrurier,Alfa Romeo,1:36.400
23,19,Trevor Blokdyk,Cooper Maserati,1:36.500
14,20,Carel Godin de Beaufort ,Porsche,1:36.600
