,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,55,1:47:34.801,10
2,2,Rubens Barrichello,Ferrari,55,+23.660s,6
4,3,David Coulthard,McLaren Mercedes,55,+28.555s,4
11,4,Heinz-Harald Frentzen,Jordan Honda,55,+46.543s,3
5,5,Ralf Schumacher,Williams BMW,55,+48.233s,2
3,6,Mika Hakkinen,McLaren Mercedes,55,+48.606s,1
14,7,Jos Verstappen,Arrows Asiatech,55,+81.560s,0
12,8,Jarno Trulli,Jordan Honda,54,+1 lap,0
22,9,Jean Alesi,Prost Acer,54,+1 lap,0
19,10,Luciano Burti,Jaguar Cosworth,54,+1 lap,0
8,11,Jenson Button,Benetton Renault,53,+2 laps,0
23,12,Gaston Mazzacane,Prost Acer,53,+2 laps,0
21,13,Fernando Alonso,Minardi European,52,+3 laps,0
20,14,Tarso Marques,Minardi European,51,+4 laps,0
7,NC,Giancarlo Fisichella,Benetton Renault,31,DNF,0
10,NC,Jacques Villeneuve,BAR Honda,3,DNF,0
16,NC,Nick Heidfeld,Sauber Petronas,3,DNF,0
15,NC,Enrique Bernoldi,Arrows Asiatech,3,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,3,DNF,0
18,NC,Eddie Irvine,Jaguar Cosworth,3,DNF,0
9,NC,Olivier Panis,BAR Honda,1,DNF,0
17,NC,Kimi Räikkönen,Sauber Petronas,0,DNF,0
