,Position,Driver,Car,Time / Gap,Laps
12,1,Jarno Trulli,Jordan Honda,1:38.846,39
1,2,Michael Schumacher,Ferrari,+0.083s,34
2,3,Rubens Barrichello,Ferrari,+0.085s,32
4,4,David Coulthard,McLaren Mercedes,+0.454s,31
18,5,Eddie Irvine,Jaguar Cosworth,+0.674s,29
3,6,Mika Hakkinen,McLaren Mercedes,+1.015s,26
11,7,Heinz-Harald Frentzen,Jordan Honda,+1.351s,29
19,8,Luciano Burti,Jaguar Cosworth,+1.365s,37
9,9,Olivier Panis,BAR Honda,+1.383s,36
5,10,Ralf Schumacher,Williams BMW,+1.771s,33
10,11,Jacques Villeneuve,BAR Honda,+2.157s,35
16,12,Nick Heidfeld,Sauber Petronas,+2.181s,36
7,13,Giancarlo Fisichella,Benetton Renault,+2.529s,21
17,14,Kimi Räikkönen,Sauber Petronas,+2.746s,37
14,15,Jos Verstappen,Arrows Asiatech,+2.948s,19
22,16,Jean Alesi,Prost Acer,+2.988s,40
8,17,Jenson Button,Benetton Renault,+3.368s,23
15,18,Enrique Bernoldi,Arrows Asiatech,+3.695s,22
23,19,Gaston Mazzacane,Prost Acer,+3.717s,33
20,20,Tarso Marques,Minardi European,+4.026s,27
21,21,Fernando Alonso,Minardi European,+4.261s,18
6,22,Juan Pablo Montoya,Williams BMW,+34.342s,5
