,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:35.798,1:35.898,1:35.908,16
6,2,Kimi Räikkönen,Ferrari,1:35.692,1:35.381,1:36.044,17
5,3,Felipe Massa,Ferrari,1:35.792,1:35.796,1:36.221,16
1,4,Fernando Alonso,McLaren Mercedes,1:35.809,1:35.845,1:36.576,16
14,5,David Coulthard,Red Bull Renault,1:36.930,1:36.252,1:37.619,22
11,6,Ralf Schumacher,Toyota,1:37.135,1:36.709,1:38.013,23
15,7,Mark Webber,Red Bull Renault,1:37.199,1:36.602,1:38.153,22
9,8,Nick Heidfeld,Sauber BMW,1:36.737,1:36.217,1:38.455,21
10,9,Robert Kubica,Sauber BMW,1:36.309,1:36.116,1:38.472,20
7,10,Jenson Button,Honda,1:37.092,1:36.771,1:39.285,22
18,11,Vitantonio Liuzzi,STR Ferrari,1:37.047,1:36.862,,12
19,12,Sebastian Vettel,STR Ferrari,1:37.006,1:36.891,,12
12,13,Jarno Trulli,Toyota,1:37.209,1:36.959,,13
4,14,Heikki Kovalainen,Renault,1:37.225,1:36.991,,12
23,15,Anthony Davidson,Super Aguri Honda,1:37.203,1:37.247,,12
16,16,Nico Rosberg,Williams Toyota,1:37.144,1:37.483,,13
8,17,Rubens Barrichello,Honda,1:37.251,,,6
3,18,Giancarlo Fisichella,Renault,1:37.290,,,7
17,19,Alexander Wurz,Williams Toyota,1:37.456,,,6
22,20,Takuma Sato,Super Aguri Honda,1:38.218,,,6
20,21,Adrian Sutil,Spyker Ferrari,1:38.668,,,8
21,22,Sakon Yamamoto,Spyker Ferrari,1:39.336,,,7
