,Position,Driver,Car,Laps,Time,Points
6,1,Kimi Räikkönen,Ferrari,56,1:37:58.395,10
1,2,Fernando Alonso,McLaren Mercedes,56,+9.806s,8
5,3,Felipe Massa,Ferrari,56,+12.891s,6
19,4,Sebastian Vettel,STR Ferrari,56,+53.509s,5
7,5,Jenson Button,Honda,56,+68.666s,4
18,6,Vitantonio Liuzzi,STR Ferrari,56,+73.673s,3
9,7,Nick Heidfeld,Sauber BMW,56,+74.224s,2
14,8,David Coulthard,Red Bull Renault,56,+80.750s,1
4,9,Heikki Kovalainen,Renault,56,+81.186s,0
15,10,Mark Webber,Red Bull Renault,56,+84.685s,0
3,11,Giancarlo Fisichella,Renault,56,+86.683s,0
17,12,Alexander Wurz,Williams Toyota,55,+1 lap,0
12,13,Jarno Trulli,Toyota,55,+1 lap,0
22,14,Takuma Sato,Super Aguri Honda,55,+1 lap,0
8,15,Rubens Barrichello,Honda,55,+1 lap,0
16,16,Nico Rosberg,Williams Toyota,54,+2 laps,0
21,17,Sakon Yamamoto,Spyker Ferrari,53,+3 laps,0
10,NC,Robert Kubica,Sauber BMW,33,DNF,0
2,NC,Lewis Hamilton,McLaren Mercedes,30,DNF,0
11,NC,Ralf Schumacher,Toyota,25,DNF,0
20,NC,Adrian Sutil,Spyker Ferrari,24,DNF,0
23,NC,Anthony Davidson,Super Aguri Honda,11,DNF,0
