,Position,Driver,Car,Time
2,1,Lewis Hamilton,McLaren Mercedes,1:35.908
6,2,Kimi Räikkönen,Ferrari,1:36.044
5,3,Felipe Massa,Ferrari,1:36.221
1,4,Fernando Alonso,McLaren Mercedes,1:36.576
14,5,David Coulthard,Red Bull Renault,1:37.619
11,6,Ralf Schumacher,Toyota,1:38.013
15,7,Mark Webber,Red Bull Renault,1:38.153
9,8,Nick Heidfeld,Sauber BMW,1:38.455
10,9,Robert Kubica,Sauber BMW,1:38.472
7,10,Jenson Button,Honda,1:39.285
18,11,Vitantonio Liuzzi,STR Ferrari,1:36.862
12,12,Jarno Trulli,Toyota,1:36.959
4,13,Heikki Kovalainen,Renault,1:36.991
23,14,Anthony Davidson,Super Aguri Honda,1:37.247
16,15,Nico Rosberg,Williams Toyota,1:37.483
8,16,Rubens Barrichello,Honda,1:37.251
19,17,Sebastian Vettel,STR Ferrari,1:36.891
3,18,Giancarlo Fisichella,Renault,1:37.290
17,19,Alexander Wurz,Williams Toyota,1:37.456
22,20,Takuma Sato,Super Aguri Honda,1:38.218
20,21,Adrian Sutil,Spyker Ferrari,1:38.668
21,22,Sakon Yamamoto,Spyker Ferrari,1:39.336
