,Position,Driver,Car,Time
16,1,Charles Leclerc,Ferrari,1:19.307
44,2,Lewis Hamilton,Mercedes,1:19.346
77,3,Valtteri Bottas,Mercedes,1:19.354
5,4,Sebastian Vettel,Ferrari,1:19.457
3,5,Daniel Ricciardo,Renault,1:19.839
27,6,Nico Hulkenberg,Renault,1:20.049
55,7,Carlos Sainz,McLaren Renault,1:20.455
23,8,Alexander Albon,Red Bull Racing Honda,
18,9,Lance Stroll,Racing Point BWT Mercedes,
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:20.517
20,11,Kevin Magnussen,Haas Ferrari,1:20.615
26,12,Daniil Kvyat,Scuderia Toro Rosso Honda,1:20.630
8,13,Romain Grosjean,Haas Ferrari,1:20.784
63,14,George Russell,Williams Mercedes,1:21.800
88,15,Robert Kubica,Williams Mercedes,1:22.356
4,16,Lando Norris,McLaren Renault,1:21.068
10,17,Pierre Gasly,Scuderia Toro Rosso Honda,1:21.125
11,18,Sergio Perez,Racing Point BWT Mercedes,1:21.291
33,19,Max Verstappen,Red Bull Racing Honda,
7,20,Kimi Räikkönen,Alfa Romeo Racing Ferrari,
