,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:20.126,1:19.553,1:19.307,18
44,2,Lewis Hamilton,Mercedes,1:20.272,1:19.464,1:19.346,16
77,3,Valtteri Bottas,Mercedes,1:20.156,1:20.018,1:19.354,17
5,4,Sebastian Vettel,Ferrari,1:20.378,1:19.715,1:19.457,17
3,5,Daniel Ricciardo,Renault,1:20.374,1:19.833,1:19.839,13
27,6,Nico Hulkenberg,Renault,1:20.155,1:20.275,1:20.049,14
55,7,Carlos Sainz,McLaren Renault,1:20.413,1:20.202,1:20.455,20
23,8,Alexander Albon,Red Bull Racing Honda,1:20.382,1:20.021,DNF,15
18,9,Lance Stroll,Racing Point BWT Mercedes,1:20.643,1:20.498,DNF,19
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:20.634,1:20.515,DNF,16
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:20.657,1:20.517,,15
20,12,Kevin Magnussen,Haas Ferrari,1:20.616,1:20.615,,14
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,1:20.723,1:20.630,,17
4,14,Lando Norris,McLaren Renault,1:20.646,1:21.068,,15
10,15,Pierre Gasly,Scuderia Toro Rosso Honda,1:20.508,1:21.125,,15
8,16,Romain Grosjean,Haas Ferrari,1:20.784,,,8
11,17,Sergio Perez,Racing Point BWT Mercedes,1:21.291,,,6
63,18,George Russell,Williams Mercedes,1:21.800,,,8
88,19,Robert Kubica,Williams Mercedes,1:22.356,,,9
33,NC,Max Verstappen,Red Bull Racing Honda,DNF,,,3
