,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,51,1:21.779,255.014,16:26:32
5,2,Sebastian Vettel,Ferrari,50,1:22.799,251.872,16:26:41
77,3,Valtteri Bottas,Mercedes,47,1:22.859,251.690,16:20:28
16,4,Charles Leclerc,Ferrari,47,1:23.009,251.235,16:20:27
33,5,Max Verstappen,Red Bull Racing Honda,41,1:23.143,250.830,16:13:13
23,6,Alexander Albon,Red Bull Racing Honda,45,1:23.364,250.165,16:18:38
3,7,Daniel Ricciardo,Renault,53,1:23.466,249.859,16:29:33
27,8,Nico Hulkenberg,Renault,53,1:23.641,249.337,16:29:46
11,9,Sergio Perez,Racing Point BWT Mercedes,35,1:23.770,248.953,16:04:46
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,51,1:23.885,248.611,16:27:30
4,11,Lando Norris,McLaren Renault,52,1:24.044,248.141,16:28:52
18,12,Lance Stroll,Racing Point BWT Mercedes,31,1:24.165,247.784,15:59:27
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,1:24.419,247.039,16:29:53
20,14,Kevin Magnussen,Haas Ferrari,38,1:24.443,246.968,16:09:38
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,44,1:24.503,246.793,16:17:29
63,16,George Russell,Williams Mercedes,51,1:24.842,245.807,16:28:02
8,17,Romain Grosjean,Haas Ferrari,31,1:24.985,245.393,16:00:02
88,18,Robert Kubica,Williams Mercedes,47,1:24.989,245.382,16:23:34
55,19,Carlos Sainz,McLaren Renault,10,1:25.637,243.525,15:27:49
26,20,Daniil Kvyat,Scuderia Toro Rosso Honda,19,1:25.772,243.142,15:40:50
