,Position,Driver,Car,Laps,Time,Points
15,1,Sebastian Vettel,RBR Renault,56,1:57:43.485,10
14,2,Mark Webber,RBR Renault,56,+10.970s,8
22,3,Jenson Button,Brawn Mercedes,56,+44.975s,6
23,4,Rubens Barrichello,Brawn Mercedes,56,+63.704s,5
2,5,Heikki Kovalainen,McLaren Mercedes,56,+65.102s,4
1,6,Lewis Hamilton,McLaren Mercedes,56,+71.866s,3
10,7,Timo Glock,Toyota,56,+74.476s,2
12,8,Sebastien Buemi,STR Ferrari,56,+76.439s,1
7,9,Fernando Alonso,Renault,56,+84.309s,0
4,10,Kimi Räikkönen,Ferrari,56,+91.750s,0
11,11,Sebastien Bourdais,STR Ferrari,56,+94.156s,0
6,12,Nick Heidfeld,Sauber BMW,56,+95.834s,0
5,13,Robert Kubica,Sauber BMW,56,+106.853s,0
21,14,Giancarlo Fisichella,Force India Mercedes,55,+1 lap,0
16,15,Nico Rosberg,Williams Toyota,55,+1 lap,0
8,16,Nelson Piquet,Renault,54,+2 laps,0
20,17,Adrian Sutil,Force India Mercedes,50,DNF,0
17,NC,Kazuki Nakajima,Williams Toyota,43,DNF,0
3,NC,Felipe Massa,Ferrari,20,DNF,0
9,NC,Jarno Trulli,Toyota,18,DNF,0
