,Position,Driver,Car,Time / Gap,Laps
22,1,Jenson Button,Brawn Mercedes,1:35.679,35
16,2,Nico Rosberg,Williams Toyota,+0.025s,36
23,3,Rubens Barrichello,Brawn Mercedes,+0.202s,35
14,4,Mark Webber,RBR Renault,+0.426s,32
15,5,Sebastian Vettel,RBR Renault,+0.488s,22
9,6,Jarno Trulli,Toyota,+0.538s,42
17,7,Kazuki Nakajima,Williams Toyota,+0.698s,32
10,8,Timo Glock,Toyota,+0.869s,40
2,9,Heikki Kovalainen,McLaren Mercedes,+0.995s,34
11,10,Sebastien Bourdais,STR Ferrari,+1.121s,34
20,11,Adrian Sutil,Force India Mercedes,+1.150s,30
3,12,Felipe Massa,Ferrari,+1.168s,34
1,13,Lewis Hamilton,McLaren Mercedes,+1.262s,28
4,14,Kimi Räikkönen,Ferrari,+1.375s,33
12,15,Sebastien Buemi,STR Ferrari,+1.540s,34
8,16,Nelson Piquet,Renault,+1.594s,36
5,17,Robert Kubica,Sauber BMW,+1.812s,34
6,18,Nick Heidfeld,Sauber BMW,+1.865s,28
7,19,Fernando Alonso,Renault,+1.959s,28
21,20,Giancarlo Fisichella,Force India Mercedes,+2.071s,31
