,Position,Driver,Car,Lap,Time,Avg Speed
23,1,Rubens Barrichello,Brawn Mercedes,42,1:52.592,174.289
15,2,Sebastian Vettel,RBR Renault,42,1:52.627,174.235
10,3,Timo Glock,Toyota,42,1:52.703,174.117
14,4,Mark Webber,RBR Renault,42,1:52.980,173.690
11,5,Sebastien Bourdais,STR Ferrari,43,1:53.474,172.934
22,6,Jenson Button,Brawn Mercedes,44,1:53.546,172.825
6,7,Nick Heidfeld,Sauber BMW,40,1:54.158,171.898
16,8,Nico Rosberg,Williams Toyota,55,1:54.243,171.770
7,9,Fernando Alonso,Renault,38,1:54.481,171.413
2,10,Heikki Kovalainen,McLaren Mercedes,41,1:54.516,171.361
12,11,Sebastien Buemi,STR Ferrari,42,1:54.590,171.250
1,12,Lewis Hamilton,McLaren Mercedes,39,1:54.665,171.138
20,13,Adrian Sutil,Force India Mercedes,41,1:54.777,170.971
5,14,Robert Kubica,Sauber BMW,44,1:55.350,170.122
4,15,Kimi Räikkönen,Ferrari,38,1:55.396,170.054
8,16,Nelson Piquet,Renault,42,1:55.535,169.849
17,17,Kazuki Nakajima,Williams Toyota,38,1:56.167,168.925
21,18,Giancarlo Fisichella,Force India Mercedes,37,1:56.239,168.821
3,19,Felipe Massa,Ferrari,16,1:56.484,168.466
9,20,Jarno Trulli,Toyota,14,2:00.330,163.081
