,Position,Driver,Car,Time
15,1,Sebastian Vettel,RBR Renault,1:36.184
7,2,Fernando Alonso,Renault,1:36.381
14,3,Mark Webber,RBR Renault,1:36.466
23,4,Rubens Barrichello,Brawn Mercedes,1:36.493
22,5,Jenson Button,Brawn Mercedes,1:36.532
9,6,Jarno Trulli,Toyota,1:36.835
16,7,Nico Rosberg,Williams Toyota,1:37.397
4,8,Kimi Räikkönen,Ferrari,1:38.089
1,9,Lewis Hamilton,McLaren Mercedes,1:38.595
12,10,Sebastien Buemi,STR Ferrari,1:39.321
6,11,Nick Heidfeld,Sauber BMW,1:35.975
2,12,Heikki Kovalainen,McLaren Mercedes,1:36.032
3,13,Felipe Massa,Ferrari,1:36.033
17,14,Kazuki Nakajima,Williams Toyota,1:36.193
11,15,Sebastien Bourdais,STR Ferrari,1:36.906
8,16,Nelson Piquet,Renault,1:36.908
5,17,Robert Kubica,Sauber BMW,1:36.966
20,18,Adrian Sutil,Force India Mercedes,1:37.669
10,19,Timo Glock,Toyota,1:36.066
21,20,Giancarlo Fisichella,Force India Mercedes,1:37.672
