,Position,Driver,Car,Time / Gap,Laps
16,1,Nico Rosberg,Williams Toyota,1:36.133,17
9,2,Jarno Trulli,Toyota,+0.139s,22
1,3,Lewis Hamilton,McLaren Mercedes,+0.197s,17
22,4,Jenson Button,Brawn Mercedes,+0.330s,16
8,5,Nelson Piquet,Renault,+0.331s,16
3,6,Felipe Massa,Ferrari,+0.395s,18
2,7,Heikki Kovalainen,McLaren Mercedes,+0.414s,13
17,8,Kazuki Nakajima,Williams Toyota,+0.427s,17
4,9,Kimi Räikkönen,Ferrari,+0.435s,17
23,10,Rubens Barrichello,Brawn Mercedes,+0.509s,17
6,11,Nick Heidfeld,Sauber BMW,+0.569s,14
5,12,Robert Kubica,Sauber BMW,+0.609s,14
12,13,Sebastien Buemi,STR Ferrari,+0.609s,16
11,14,Sebastien Bourdais,STR Ferrari,+0.701s,17
14,15,Mark Webber,RBR Renault,+1.197s,8
15,16,Sebastian Vettel,RBR Renault,+1.216s,7
20,17,Adrian Sutil,Force India Mercedes,+1.401s,17
21,18,Giancarlo Fisichella,Force India Mercedes,+1.599s,18
7,19,Fernando Alonso,Renault,+1.870s,6
10,20,Timo Glock,Toyota,+2.977s,6
