,Position,Driver,Car,Q1,Q2,Q3,Laps
15,1,Sebastian Vettel,RBR Renault,1:36.565,1:35.130,1:36.184,11
7,2,Fernando Alonso,Renault,1:36.443,1:35.803,1:36.381,21
14,3,Mark Webber,RBR Renault,1:35.751,1:35.173,1:36.466,19
23,4,Rubens Barrichello,Brawn Mercedes,1:35.701,1:35.503,1:36.493,21
22,5,Jenson Button,Brawn Mercedes,1:35.533,1:35.556,1:36.532,19
9,6,Jarno Trulli,Toyota,1:36.308,1:35.645,1:36.835,21
16,7,Nico Rosberg,Williams Toyota,1:35.941,1:35.809,1:37.397,23
4,8,Kimi Räikkönen,Ferrari,1:36.137,1:35.856,1:38.089,19
1,9,Lewis Hamilton,McLaren Mercedes,1:35.776,1:35.740,1:38.595,17
12,10,Sebastien Buemi,STR Ferrari,1:36.284,1:35.965,1:39.321,21
6,11,Nick Heidfeld,Sauber BMW,1:36.525,1:35.975,,14
2,12,Heikki Kovalainen,McLaren Mercedes,1:36.646,1:36.032,,10
3,13,Felipe Massa,Ferrari,1:36.178,1:36.033,,11
10,14,Timo Glock,Toyota,1:36.364,1:36.066,,14
17,15,Kazuki Nakajima,Williams Toyota,1:36.673,1:36.193,,13
11,16,Sebastien Bourdais,STR Ferrari,1:36.906,,,10
8,17,Nelson Piquet,Renault,1:36.908,,,10
5,18,Robert Kubica,Sauber BMW,1:36.966,,,8
20,19,Adrian Sutil,Force India Mercedes,1:37.669,,,10
21,20,Giancarlo Fisichella,Force India Mercedes,1:37.672,,,10
