,Position,Driver,Car,Laps,Time,Points
6,1,Kimi Räikkönen,Ferrari,70,1:30:54.200,10
5,2,Felipe Massa,Ferrari,70,+2.414s,8
2,3,Lewis Hamilton,McLaren Mercedes,70,+32.153s,6
10,4,Robert Kubica,Sauber BMW,70,+41.727s,5
9,5,Nick Heidfeld,Sauber BMW,70,+48.801s,4
3,6,Giancarlo Fisichella,Renault,70,+52.210s,3
1,7,Fernando Alonso,McLaren Mercedes,70,+56.516s,2
7,8,Jenson Button,Honda,70,+58.885s,1
16,9,Nico Rosberg,Williams Toyota,70,+68.505s,0
11,10,Ralf Schumacher,Toyota,69,+1 lap,0
8,11,Rubens Barrichello,Honda,69,+1 lap,0
15,12,Mark Webber,Red Bull Renault,69,+1 lap,0
14,13,David Coulthard,Red Bull Renault,69,+1 lap,0
17,14,Alexander Wurz,Williams Toyota,69,+1 lap,0
4,15,Heikki Kovalainen,Renault,69,+1 lap,0
22,16,Takuma Sato,Super Aguri Honda,68,+2 laps,0
20,17,Adrian Sutil,Spyker Ferrari,68,+2 laps,0
19,NC,Scott Speed,STR Ferrari,55,DNF,0
21,NC,Christijan Albers,Spyker Ferrari,28,DNF,0
23,NC,Anthony Davidson,Super Aguri Honda,1,DNF,0
12,NC,Jarno Trulli,Toyota,1,DNF,0
18,NC,Vitantonio Liuzzi,STR Ferrari,0,DNF,0
