,Position,Driver,Car,Time
5,1,Felipe Massa,Ferrari,1:15.034
2,2,Lewis Hamilton,McLaren Mercedes,1:15.104
6,3,Kimi Räikkönen,Ferrari,1:15.257
10,4,Robert Kubica,Sauber BMW,1:15.493
3,5,Giancarlo Fisichella,Renault,1:15.674
4,6,Heikki Kovalainen,Renault,1:15.826
9,7,Nick Heidfeld,Sauber BMW,1:15.900
12,8,Jarno Trulli,Toyota,1:15.935
16,9,Nico Rosberg,Williams Toyota,1:16.328
1,10,Fernando Alonso,McLaren Mercedes,
11,11,Ralf Schumacher,Toyota,1:15.534
7,12,Jenson Button,Honda,1:15.584
8,13,Rubens Barrichello,Honda,1:15.761
15,14,Mark Webber,Red Bull Renault,1:15.806
19,15,Scott Speed,STR Ferrari,1:16.049
14,16,David Coulthard,Red Bull Renault,
18,17,Vitantonio Liuzzi,STR Ferrari,1:16.142
17,18,Alexander Wurz,Williams Toyota,1:16.241
23,19,Anthony Davidson,Super Aguri Honda,1:16.366
21,20,Christijan Albers,Spyker Ferrari,1:17.826
20,21,Adrian Sutil,Spyker Ferrari,1:17.915
22,22,Takuma Sato,Super Aguri Honda,1:16.244
