,Position,Driver,Car,Time / Gap,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:14.843,8
5,2,Felipe Massa,Ferrari,+0.063s,16
6,3,Kimi Räikkönen,Ferrari,+0.433s,15
4,4,Heikki Kovalainen,Renault,+0.561s,19
3,5,Giancarlo Fisichella,Renault,+0.646s,20
10,6,Robert Kubica,Sauber BMW,+0.692s,20
16,7,Nico Rosberg,Williams Toyota,+0.892s,18
1,8,Fernando Alonso,McLaren Mercedes,+0.899s,4
12,9,Jarno Trulli,Toyota,+0.958s,19
14,10,David Coulthard,Red Bull Renault,+0.959s,15
18,11,Vitantonio Liuzzi,STR Ferrari,+1.029s,22
7,12,Jenson Button,Honda,+1.059s,16
23,13,Anthony Davidson,Super Aguri Honda,+1.082s,20
11,14,Ralf Schumacher,Toyota,+1.101s,22
9,15,Nick Heidfeld,Sauber BMW,+1.217s,18
8,16,Rubens Barrichello,Honda,+1.259s,19
17,17,Alexander Wurz,Williams Toyota,+1.261s,16
19,18,Scott Speed,STR Ferrari,+1.318s,18
22,19,Takuma Sato,Super Aguri Honda,+1.378s,18
15,20,Mark Webber,Red Bull Renault,+1.730s,14
20,21,Adrian Sutil,Spyker Ferrari,+2.674s,21
21,22,Christijan Albers,Spyker Ferrari,+2.862s,23
