,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Felipe Massa,Ferrari,1:15.303,1:14.822,1:15.034,18
2,2,Lewis Hamilton,McLaren Mercedes,1:14.805,1:14.795,1:15.104,18
6,3,Kimi Räikkönen,Ferrari,1:14.872,1:14.828,1:15.257,19
10,4,Robert Kubica,Sauber BMW,1:15.778,1:15.066,1:15.493,22
3,5,Giancarlo Fisichella,Renault,1:16.047,1:15.227,1:15.674,25
4,6,Heikki Kovalainen,Renault,1:15.524,1:15.272,1:15.826,25
9,7,Nick Heidfeld,Sauber BMW,1:15.783,1:15.149,1:15.900,23
12,8,Jarno Trulli,Toyota,1:16.118,1:15.379,1:15.935,23
16,9,Nico Rosberg,Williams Toyota,1:16.092,1:15.331,1:16.328,25
1,10,Fernando Alonso,McLaren Mercedes,1:15.322,1:15.084,DNS,7
11,11,Ralf Schumacher,Toyota,1:15.760,1:15.534,,12
7,12,Jenson Button,Honda,1:16.113,1:15.584,,12
8,13,Rubens Barrichello,Honda,1:16.140,1:15.761,,12
15,14,Mark Webber,Red Bull Renault,1:15.746,1:15.806,,11
19,15,Scott Speed,STR Ferrari,1:15.980,1:16.049,,12
14,16,David Coulthard,Red Bull Renault,1:15.915,DNF,,9
18,17,Vitantonio Liuzzi,STR Ferrari,1:16.142,,,6
17,18,Alexander Wurz,Williams Toyota,1:16.241,,,7
22,19,Takuma Sato,Super Aguri Honda,1:16.244,,,6
23,20,Anthony Davidson,Super Aguri Honda,1:16.366,,,5
21,21,Christijan Albers,Spyker Ferrari,1:17.826,,,6
20,22,Adrian Sutil,Spyker Ferrari,1:17.915,,,5
