,Position,Driver,Car,Lap,Time,Avg Speed
10,1,Lewis Hamilton,Mercedes,51,1:25.849,242.924
9,2,Nico Rosberg,Mercedes,50,1:26.500,241.095
2,3,Mark Webber,Red Bull Racing Renault,53,1:26.690,240.567
11,4,Nico Hulkenberg,Sauber Ferrari,48,1:26.716,240.495
3,5,Fernando Alonso,Ferrari,52,1:26.797,240.270
7,6,Kimi Räikkönen,Lotus Renault,45,1:26.948,239.853
16,7,Pastor Maldonado,Williams Renault,51,1:26.981,239.762
8,8,Romain Grosjean,Lotus Renault,52,1:27.043,239.591
12,9,Esteban Gutierrez ,Sauber Ferrari,53,1:27.092,239.457
4,10,Felipe Massa,Ferrari,48,1:27.095,239.448
17,11,Valtteri Bottas,Williams Renault,53,1:27.166,239.253
1,12,Sebastian Vettel,Red Bull Racing Renault,52,1:27.190,239.187
19,13,Daniel Ricciardo,STR Ferrari,52,1:27.294,238.903
15,14,Adrian Sutil,Force India Mercedes,38,1:27.418,238.564
6,15,Sergio Perez,McLaren Mercedes,44,1:27.607,238.049
5,16,Jenson Button,McLaren Mercedes,46,1:27.830,237.445
20,17,Charles Pic,Caterham Renault,52,1:28.620,235.328
21,18,Giedo van der Garde,Caterham Renault,52,1:28.663,235.214
23,19,Max Chilton,Marussia Cosworth,48,1:29.491,233.037
22,20,Jules Bianchi,Marussia Cosworth,47,1:29.595,232.767
18,21,Jean-Eric Vergne,STR Ferrari,14,1:29.710,232.469
