,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,53,1:18:33.352,25
3,2,Fernando Alonso,Ferrari,53,+5.467s,18
2,3,Mark Webber,Red Bull Racing Renault,53,+6.350s,15
4,4,Felipe Massa,Ferrari,53,+9.361s,12
11,5,Nico Hulkenberg,Sauber Ferrari,53,+10.355s,10
9,6,Nico Rosberg,Mercedes,53,+10.999s,8
19,7,Daniel Ricciardo,STR Ferrari,53,+32.329s,6
8,8,Romain Grosjean,Lotus Renault,53,+33.130s,4
10,9,Lewis Hamilton,Mercedes,53,+33.527s,2
5,10,Jenson Button,McLaren Mercedes,53,+38.327s,1
7,11,Kimi Räikkönen,Lotus Renault,53,+38.695s,0
6,12,Sergio Perez,McLaren Mercedes,53,+39.765s,0
12,13,Esteban Gutierrez ,Sauber Ferrari,53,+40.880s,0
16,14,Pastor Maldonado,Williams Renault,53,+49.085s,0
17,15,Valtteri Bottas,Williams Renault,53,+56.827s,0
15,16,Adrian Sutil,Force India Mercedes,52,DNF,0
20,17,Charles Pic,Caterham Renault,52,+1 lap,0
21,18,Giedo van der Garde,Caterham Renault,52,+1 lap,0
22,19,Jules Bianchi,Marussia Cosworth,52,+1 lap,0
23,20,Max Chilton,Marussia Cosworth,52,+1 lap,0
18,NC,Jean-Eric Vergne,STR Ferrari,14,DNF,0
14,NC,Paul di Resta,Force India Mercedes,0,DNF,0
