,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:24.453,39
2,2,Mark Webber,Red Bull Racing Renault,+0.623s,39
7,3,Kimi Räikkönen,Lotus Renault,+0.663s,36
8,4,Romain Grosjean,Lotus Renault,+0.663s,40
3,5,Fernando Alonso,Ferrari,+0.877s,38
10,6,Lewis Hamilton,Mercedes,+0.887s,39
9,7,Nico Rosberg,Mercedes,+0.914s,42
4,8,Felipe Massa,Ferrari,+1.066s,29
5,9,Jenson Button,McLaren Mercedes,+1.079s,42
6,10,Sergio Perez,McLaren Mercedes,+1.174s,39
14,11,Paul di Resta,Force India Mercedes,+1.377s,40
12,12,Esteban Gutierrez ,Sauber Ferrari,+1.435s,40
15,13,Adrian Sutil,Force India Mercedes,+1.575s,37
16,14,Pastor Maldonado,Williams Renault,+1.685s,36
18,15,Jean-Eric Vergne,STR Ferrari,+1.771s,32
11,16,Nico Hulkenberg,Sauber Ferrari,+1.932s,43
19,17,Daniel Ricciardo,STR Ferrari,+2.146s,39
17,18,Valtteri Bottas,Williams Renault,+2.745s,44
23,19,Max Chilton,Marussia Cosworth,+3.095s,30
20,20,Charles Pic,Caterham Renault,+3.243s,37
21,21,Giedo van der Garde,Caterham Renault,+3.318s,38
22,22,Jules Bianchi,Marussia Cosworth,+3.604s,32
