,Position,Driver,Car,Time / Gap,Laps
10,1,Lewis Hamilton,Mercedes,1:25.565,24
3,2,Fernando Alonso,Ferrari,+0.035s,25
9,3,Nico Rosberg,Mercedes,+0.139s,25
1,4,Sebastian Vettel,Red Bull Racing Renault,+0.188s,26
7,5,Kimi Räikkönen,Lotus Renault,+0.376s,22
6,6,Sergio Perez,McLaren Mercedes,+0.442s,24
5,7,Jenson Button,McLaren Mercedes,+0.470s,23
2,8,Mark Webber,Red Bull Racing Renault,+0.538s,27
16,9,Pastor Maldonado,Williams Renault,+0.584s,21
18,10,Jean-Eric Vergne,STR Ferrari,+0.590s,25
12,11,Esteban Gutierrez ,Sauber Ferrari,+0.629s,25
8,12,Romain Grosjean,Lotus Renault,+0.730s,23
19,13,Daniel Ricciardo,STR Ferrari,+0.822s,21
4,14,Felipe Massa,Ferrari,+0.884s,16
14,15,Paul di Resta,Force India Mercedes,+1.029s,13
17,16,Valtteri Bottas,Williams Renault,+1.237s,21
15,17,James Calado,Force India Mercedes,+1.476s,24
11,18,Nico Hulkenberg,Sauber Ferrari,+1.659s,16
20,19,Charles Pic,Caterham Renault,+2.253s,24
23,20,Max Chilton,Marussia Cosworth,+2.304s,20
21,21,Heikki Kovalainen,Caterham Renault,+2.627s,21
22,22,Rodolfo Gonzalez ,Marussia Cosworth,+3.961s,26
