,Position,Driver,Car,Time
1,1,Sebastian Vettel,Red Bull Racing Renault,1:23.755
2,2,Mark Webber,Red Bull Racing Renault,1:23.968
11,3,Nico Hulkenberg,Sauber Ferrari,1:24.065
4,4,Felipe Massa,Ferrari,1:24.132
3,5,Fernando Alonso,Ferrari,1:24.142
9,6,Nico Rosberg,Mercedes,1:24.192
19,7,Daniel Ricciardo,STR Ferrari,1:24.209
6,8,Sergio Perez,McLaren Mercedes,1:24.502
5,9,Jenson Button,McLaren Mercedes,1:24.515
18,10,Jean-Eric Vergne,STR Ferrari,1:28.050
7,11,Kimi Räikkönen,Lotus Renault,1:24.610
10,12,Lewis Hamilton,Mercedes,1:24.803
8,13,Romain Grosjean,Lotus Renault,1:24.848
16,14,Pastor Maldonado,Williams Renault,1:25.011
14,15,Paul di Resta,Force India Mercedes,1:25.077
12,16,Esteban Gutierrez ,Sauber Ferrari,1:25.226
15,17,Adrian Sutil,Force India Mercedes,1:24.932
17,18,Valtteri Bottas,Williams Renault,1:25.291
21,19,Giedo van der Garde,Caterham Renault,1:26.406
20,20,Charles Pic,Caterham Renault,1:26.563
22,21,Jules Bianchi,Marussia Cosworth,1:27.085
23,22,Max Chilton,Marussia Cosworth,1:27.480
