,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:24.319,1:23.977,1:23.755,15
2,2,Mark Webber,Red Bull Racing Renault,1:24.923,1:24.263,1:23.968,18
11,3,Nico Hulkenberg,Sauber Ferrari,1:24.776,1:24.305,1:24.065,21
4,4,Felipe Massa,Ferrari,1:24.950,1:24.479,1:24.132,21
3,5,Fernando Alonso,Ferrari,1:24.661,1:24.227,1:24.142,15
9,6,Nico Rosberg,Mercedes,1:24.527,1:24.393,1:24.192,26
19,7,Daniel Ricciardo,STR Ferrari,1:24.655,1:24.290,1:24.209,24
6,8,Sergio Perez,McLaren Mercedes,1:24.635,1:24.592,1:24.502,17
5,9,Jenson Button,McLaren Mercedes,1:24.739,1:24.563,1:24.515,21
18,10,Jean-Eric Vergne,STR Ferrari,1:24.630,1:24.575,1:28.050,20
7,11,Kimi Räikkönen,Lotus Renault,1:24.819,1:24.610,,16
10,12,Lewis Hamilton,Mercedes,1:24.589,1:24.803,,14
8,13,Romain Grosjean,Lotus Renault,1:24.737,1:24.848,,14
15,14,Adrian Sutil,Force India Mercedes,1:25.030,1:24.932,,19
16,15,Pastor Maldonado,Williams Renault,1:24.905,1:25.011,,19
14,16,Paul di Resta,Force India Mercedes,1:25.009,1:25.077,,18
12,17,Esteban Gutierrez ,Sauber Ferrari,1:25.226,,,13
17,18,Valtteri Bottas,Williams Renault,1:25.291,,,11
21,19,Giedo van der Garde,Caterham Renault,1:26.406,,,9
20,20,Charles Pic,Caterham Renault,1:26.563,,,10
22,21,Jules Bianchi,Marussia Cosworth,1:27.085,,,11
23,22,Max Chilton,Marussia Cosworth,1:27.480,,,10
