,Position,Driver,Car,Time
1,1,Mika Hakkinen,McLaren Mercedes,1:18.156
4,2,Eddie Irvine,Ferrari,1:18.263
2,3,David Coulthard,McLaren Mercedes,1:18.384
9,4,Giancarlo Fisichella,Benetton Playlife,1:18.515
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,1:18.664
7,6,Damon Hill,Jordan Mugen Honda,1:18.667
10,7,Alexander Wurz,Benetton Playlife,1:18.733
16,8,Rubens Barrichello,Stewart Ford,1:19.095
22,9,Jacques Villeneuve,BAR Supertec,1:19.127
17,10,Johnny Herbert,Stewart Ford,1:19.389
11,11,Jean Alesi,Sauber Petronas,1:19.390
12,12,Pedro Diniz,Sauber Petronas,1:19.782
19,13,Jarno Trulli,Prost Peugeot,1:19.788
18,14,Olivier Panis,Prost Peugeot,1:19.841
5,15,Alessandro Zanardi,Williams Supertec,1:19.924
6,16,Ralf Schumacher,Williams Supertec,1:19.945
23,17,Ricardo Zonta,BAR Supertec,1:20.060
3,18,Mika Salo,Ferrari,1:20.369
20,19,Luca Badoer,Minardi Ford,1:20.961
14,20,Pedro de la Rosa,Arrows,1:21.328
15,21,Toranosuke Takagi,Arrows,1:21.675
21,22,Marc Gene,Minardi Ford,1:21.867
