,Position,Driver,Car,Time,Laps
1,1,Mika Hakkinen,McLaren Mercedes,1:18.156,11
4,2,Eddie Irvine,Ferrari,1:18.263,11
2,3,David Coulthard,McLaren Mercedes,1:18.384,12
9,4,Giancarlo Fisichella,Benetton Playlife,1:18.515,11
8,5,Heinz-Harald Frentzen,Jordan Mugen Honda,1:18.664,12
7,6,Damon Hill,Jordan Mugen Honda,1:18.667,11
10,7,Alexander Wurz,Benetton Playlife,1:18.733,11
16,8,Rubens Barrichello,Stewart Ford,1:19.095,11
22,9,Jacques Villeneuve,BAR Supertec,1:19.127,11
17,10,Johnny Herbert,Stewart Ford,1:19.389,11
11,11,Jean Alesi,Sauber Petronas,1:19.390,12
12,12,Pedro Diniz,Sauber Petronas,1:19.782,11
19,13,Jarno Trulli,Prost Peugeot,1:19.788,12
18,14,Olivier Panis,Prost Peugeot,1:19.841,12
5,15,Alessandro Zanardi,Williams Supertec,1:19.924,11
6,16,Ralf Schumacher,Williams Supertec,1:19.945,12
23,17,Ricardo Zonta,BAR Supertec,1:20.060,12
3,18,Mika Salo,Ferrari,1:20.369,12
20,19,Luca Badoer,Minardi Ford,1:20.961,12
14,20,Pedro de la Rosa,Arrows,1:21.328,12
15,21,Toranosuke Takagi,Arrows,1:21.675,11
21,22,Marc Gene,Minardi Ford,1:21.867,12
