,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Kimi Räikkönen,Ferrari,1:46.242,1:45.070,1:45.994,15
5,2,Felipe Massa,Ferrari,1:46.060,1:45.173,1:46.011,15
1,3,Fernando Alonso,McLaren Mercedes,1:46.058,1:45.442,1:46.091,15
2,4,Lewis Hamilton,McLaren Mercedes,1:46.437,1:45.132,1:46.406,15
10,5,Robert Kubica,Sauber BMW,1:46.707,1:45.885,1:46.996,22
16,6,Nico Rosberg,Williams Toyota,1:46.950,1:46.469,1:47.334,21
9,7,Nick Heidfeld,Sauber BMW,1:46.923,1:45.994,1:47.409,18
15,8,Mark Webber,Red Bull Renault,1:47.084,1:46.426,1:47.524,20
12,9,Jarno Trulli,Toyota,1:47.143,1:46.480,1:47.798,21
4,10,Heikki Kovalainen,Renault,1:46.971,1:46.240,1:48.505,21
3,11,Giancarlo Fisichella,Renault,1:47.143,1:46.603,,13
11,12,Ralf Schumacher,Toyota,1:47.300,1:46.618,,11
14,13,David Coulthard,Red Bull Renault,1:47.340,1:46.800,,12
7,14,Jenson Button,Honda,1:47.474,1:46.955,,12
18,15,Vitantonio Liuzzi,STR Ferrari,1:47.576,1:47.115,,12
17,16,Alexander Wurz,Williams Toyota,1:47.522,1:47.394,,12
19,17,Sebastian Vettel,STR Ferrari,1:47.581,,,6
8,18,Rubens Barrichello,Honda,1:47.954,,,6
22,19,Takuma Sato,Super Aguri Honda,1:47.980,,,6
20,20,Adrian Sutil,Spyker Ferrari,1:48.044,,,8
23,21,Anthony Davidson,Super Aguri Honda,1:48.199,,,6
21,22,Sakon Yamamoto,Spyker Ferrari,1:49.577,,,5
