,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:51.577,25
44,2,Lewis Hamilton,Mercedes,+0.097s,24
14,3,Fernando Alonso,Ferrari,+0.228s,16
22,4,Jenson Button,McLaren Mercedes,+0.827s,21
7,5,Kimi Räikkönen,Ferrari,+1.241s,17
11,6,Sergio Perez,Force India Mercedes,+1.326s,24
20,7,Kevin Magnussen,McLaren Mercedes,+1.345s,23
27,8,Nico Hulkenberg,Force India Mercedes,+1.360s,22
3,9,Daniel Ricciardo,Red Bull Racing Renault,+1.395s,19
77,10,Valtteri Bottas,Williams Mercedes,+1.595s,20
1,11,Sebastian Vettel,Red Bull Racing Renault,+1.792s,11
26,12,Daniil Kvyat,STR Renault,+2.017s,21
8,13,Romain Grosjean,Lotus Renault,+2.020s,20
99,14,Adrian Sutil,Sauber Ferrari,+2.126s,14
19,15,Felipe Massa,Williams Mercedes,+2.391s,20
25,16,Jean-Eric Vergne,STR Renault,+2.612s,20
36,17,Giedo van der Garde,Sauber Ferrari,+2.758s,16
13,18,Pastor Maldonado,Lotus Renault,+3.759s,21
17,19,Jules Bianchi,Marussia Ferrari,+4.205s,19
42,20,Alexander Rossi,Marussia Ferrari,+5.655s,20
45,21,Andre Lotterer,Caterham Renault,+6.309s,24
9,22,Marcus Ericsson,Caterham Renault,+6.400s,24
