,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
6,1,Nico Rosberg,Mercedes,36,1:50.511,228.161,15:13:56
99,2,Adrian Sutil,Sauber Ferrari,36,1:52.413,224.301,15:14:57
19,3,Felipe Massa,Williams Mercedes,37,1:52.512,224.104,15:16:45
77,4,Valtteri Bottas,Williams Mercedes,40,1:52.716,223.698,15:21:36
1,5,Sebastian Vettel,Red Bull Racing Renault,36,1:52.953,223.229,15:14:21
3,6,Daniel Ricciardo,Red Bull Racing Renault,44,1:52.974,223.187,15:28:43
25,7,Jean-Eric Vergne,STR Renault,31,1:53.276,222.592,15:05:12
22,8,Jenson Button,McLaren Mercedes,38,1:53.483,222.186,15:18:05
27,9,Nico Hulkenberg,Force India Mercedes,40,1:53.612,221.934,15:22:12
44,10,Lewis Hamilton,Mercedes,33,1:53.707,221.748,15:09:26
14,11,Fernando Alonso,Ferrari,29,1:53.879,221.413,15:00:51
21,12,Esteban Gutierrez ,Sauber Ferrari,32,1:54.000,221.178,15:07:16
7,13,Kimi Räikkönen,Ferrari,39,1:54.090,221.004,15:19:43
26,14,Daniil Kvyat,STR Renault,26,1:54.159,220.870,14:55:19
20,15,Kevin Magnussen,McLaren Mercedes,28,1:54.203,220.785,14:58:53
11,16,Sergio Perez,Force India Mercedes,28,1:54.532,220.151,14:59:03
4,17,Max Chilton,Marussia Ferrari,31,1:55.247,218.785,15:06:16
8,18,Romain Grosjean,Lotus Renault,21,1:55.649,218.025,14:46:01
9,19,Marcus Ericsson,Caterham Renault,26,1:55.900,217.553,14:56:22
17,20,Jules Bianchi,Marussia Ferrari,32,1:56.347,216.717,15:08:32
