,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,2:07.130,2:06.723,2:05.591,22
44,2,Lewis Hamilton,Mercedes,2:07.280,2:06.609,2:05.819,22
1,3,Sebastian Vettel,Red Bull Racing Renault,2:10.105,2:08.868,2:07.717,24
14,4,Fernando Alonso,Ferrari,2:10.197,2:08.450,2:07.786,21
3,5,Daniel Ricciardo,Red Bull Racing Renault,2:10.089,2:08.989,2:07.911,21
77,6,Valtteri Bottas,Williams Mercedes,2:09.250,2:08.451,2:08.049,23
20,7,Kevin Magnussen,McLaren Mercedes,2:11.081,2:08.901,2:08.679,22
7,8,Kimi Räikkönen,Ferrari,2:09.885,2:08.646,2:08.780,21
19,9,Felipe Massa,Williams Mercedes,2:08.403,2:08.833,2:09.178,20
22,10,Jenson Button,McLaren Mercedes,2:10.529,2:09.272,2:09.776,22
26,11,Daniil Kvyat,STR Renault,2:10.445,2:09.377,,16
25,12,Jean-Eric Vergne,STR Renault,2:09.811,2:09.805,,13
11,13,Sergio Perez,Force India Mercedes,2:10.666,2:10.084,,16
99,14,Adrian Sutil,Sauber Ferrari,2:11.051,2:10.238,,17
8,15,Romain Grosjean,Lotus Renault,2:10.898,2:11.087,,16
17,16,Jules Bianchi,Marussia Ferrari,2:11.051,2:12.470,,14
13,17,Pastor Maldonado,Lotus Renault,2:11.261,,,9
27,18,Nico Hulkenberg,Force India Mercedes,2:11.267,,,8
4,19,Max Chilton,Marussia Ferrari,2:12.566,,,8
21,20,Esteban Gutierrez ,Sauber Ferrari,2:13.414,,,4
45,21,Andre Lotterer,Caterham Renault,2:13.469,,,9
9,22,Marcus Ericsson,Caterham Renault,2:14.438,,,9
