,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:49.189,26
6,2,Nico Rosberg,Mercedes,+0.604s,28
14,3,Fernando Alonso,Ferrari,+0.741s,19
19,4,Felipe Massa,Williams Mercedes,+1.138s,24
22,5,Jenson Button,McLaren Mercedes,+1.470s,31
77,6,Valtteri Bottas,Williams Mercedes,+1.488s,26
26,7,Daniil Kvyat,STR Renault,+1.536s,25
3,8,Daniel Ricciardo,Red Bull Racing Renault,+1.788s,16
20,9,Kevin Magnussen,McLaren Mercedes,+1.885s,31
27,10,Nico Hulkenberg,Force India Mercedes,+1.888s,26
25,11,Jean-Eric Vergne,STR Renault,+2.194s,26
99,12,Adrian Sutil,Sauber Ferrari,+2.261s,29
11,13,Sergio Perez,Force India Mercedes,+2.384s,28
8,14,Romain Grosjean,Lotus Renault,+3.007s,25
7,15,Kimi Räikkönen,Ferrari,+3.045s,18
17,16,Jules Bianchi,Marussia Ferrari,+3.587s,23
21,17,Esteban Gutierrez ,Sauber Ferrari,+4.766s,7
4,18,Max Chilton,Marussia Ferrari,+4.851s,18
9,19,Marcus Ericsson,Caterham Renault,+4.861s,30
45,20,Andre Lotterer,Caterham Renault,+4.904s,24
13,21,Pastor Maldonado,Lotus Renault,,2
