,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Benetton Renault,78,1:53:11.258,10
5,2,Damon Hill,Williams Renault,78,+34.817s,6
28,3,Gerhard Berger,Ferrari,78,+71.447s,4
2,4,Johnny Herbert,Benetton Renault,77,+1 lap,3
7,5,Mark Blundell,McLaren Mercedes,77,+1 lap,2
30,6,Heinz-Harald Frentzen,Sauber Ford,76,+2 laps,1
23,7,Pierluigi Martini,Minardi Ford,76,+2 laps,0
29,8,Jean-Christophe Boullion,Sauber Ford,74,DNF,0
9,9,Gianni Morbidelli,Footwork Hart,74,+4 laps,0
21,10,Pedro Diniz,Forti Ford,72,+6 laps,0
24,NC,Luca Badoer,Minardi Ford,68,DNF,0
26,NC,Olivier Panis,Ligier Mugen Honda,65,DNF,0
4,NC,Mika Salo,Tyrrell Yamaha,63,DNF,0
14,NC,Rubens Barrichello,Jordan Peugeot,60,DNF,0
16,NC,Bertrand Gachot,Pacific Ilmor,42,DNF,0
27,NC,Jean Alesi,Ferrari,41,DNF,0
25,NC,Martin Brundle,Ligier Mugen Honda,40,DNF,0
10,NC,Taki Inoue,Footwork Hart,27,DNF,0
3,NC,Ukyo Katayama,Tyrrell Yamaha,26,DNF,0
17,DQ,Andrea Montermini,Pacific Ilmor,23,DSQ,0
15,NC,Eddie Irvine,Jordan Peugeot,22,DNF,0
6,NC,David Coulthard,Williams Renault,16,DNF,0
22,NC,Roberto Moreno,Forti Ford,9,DNF,0
8,NC,Mika Hakkinen,McLaren Mercedes,8,DNF,0
11,NC,Domenico Schiattarella,Simtek Ford,0,DNF,0
12,NC,Jos Verstappen,Simtek Ford,0,DNF,0
