,Position,Driver,Car,Time / Gap,Laps
38,1,Sebastian Vettel,Sauber BMW,1:28.091,29
6,2,Felipe Massa,Ferrari,+0.073s,18
12,3,Jenson Button,Honda,+0.415s,10
36,4,Anthony Davidson,Honda,+0.507s,31
7,5,Ralf Schumacher,Toyota,+0.523s,21
5,6,Michael Schumacher,Ferrari,+0.728s,13
37,7,Robert Doornbos,RBR Ferrari,+0.757s,15
3,8,Kimi Räikkönen,McLaren Mercedes,+0.951s,10
4,9,Pedro de la Rosa,McLaren Mercedes,+1.021s,10
11,10,Rubens Barrichello,Honda,+1.123s,16
39,11,Giorgio Mondini,MF1 Toyota,+1.628s,27
1,12,Fernando Alonso,Renault,+1.650s,16
40,13,Neel Jani,STR Cosworth,+1.767s,30
21,14,Scott Speed,STR Cosworth,+1.799s,20
8,15,Jarno Trulli,Toyota,+1.915s,18
41,16,Franck Montagny,Super Aguri Honda,+2.400s,25
17,17,Robert Kubica,Sauber BMW,+2.411s,9
2,18,Giancarlo Fisichella,Renault,+2.413s,16
35,19,Alexander Wurz,Williams Cosworth,+2.418s,36
20,20,Vitantonio Liuzzi,STR Cosworth,+2.460s,17
9,21,Mark Webber,Williams Cosworth,+2.684s,13
15,22,Christian Klien,RBR Ferrari,+2.798s,16
10,23,Nico Rosberg,Williams Cosworth,+2.924s,17
22,24,Takuma Sato,Super Aguri Honda,+3.000s,11
23,25,Sakon Yamamoto,Super Aguri Honda,+3.225s,21
18,26,Tiago Monteiro,MF1 Toyota,+3.428s,15
16,27,Nick Heidfeld,Sauber BMW,+3.435s,10
14,28,David Coulthard,RBR Ferrari,+3.449s,10
19,29,Christijan Albers,MF1 Toyota,+4.011s,7
