,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Felipe Massa,Ferrari,1:27.306,1:27.059,1:26.907,17
5,2,Michael Schumacher,Ferrari,1:27.385,1:25.850,1:27.284,17
1,3,Fernando Alonso,Renault,1:27.861,1:26.917,1:27.321,20
2,4,Giancarlo Fisichella,Renault,1:28.175,1:27.346,1:27.564,19
7,5,Ralf Schumacher,Toyota,1:27.668,1:27.062,1:27.569,20
16,6,Nick Heidfeld,Sauber BMW,1:28.200,1:27.251,1:27.785,20
12,7,Jenson Button,Honda,1:28.222,1:26.872,1:27.790,23
3,8,Kimi Räikkönen,McLaren Mercedes,1:28.236,1:27.202,1:27.866,19
17,9,Robert Kubica,Sauber BMW,1:28.212,1:27.405,1:28.167,20
9,10,Mark Webber,Williams Cosworth,1:28.307,1:27.608,1:29.436,22
15,11,Christian Klien,RBR Ferrari,1:28.271,1:27.852,,12
4,12,Pedro de la Rosa,McLaren Mercedes,1:28.403,1:27.897,,11
8,13,Jarno Trulli,Toyota,1:28.549,1:27.973,,12
11,14,Rubens Barrichello,Honda,1:28.411,1:28.257,,12
10,15,Nico Rosberg,Williams Cosworth,1:28.889,1:28.386,,12
19,16,Christijan Albers,MF1 Toyota,1:29.021,1:28.639,,12
14,17,David Coulthard,RBR Ferrari,1:29.136,,,7
21,18,Scott Speed,STR Cosworth,1:29.158,,,9
20,19,Vitantonio Liuzzi,STR Cosworth,1:29.250,,,8
18,20,Tiago Monteiro,MF1 Toyota,1:29.901,,,8
23,21,Sakon Yamamoto,Super Aguri Honda,1:30.607,,,7
22,22,Takuma Sato,Super Aguri Honda,1:30.850,,,5
