,Position,Driver,Car,Time
28,1,Didier Pironi,Ferrari,1:47.947
15,2,Alain Prost,Renault,1:48.890
16,3,Rene Arnoux,Renault,1:49.256
1,4,Nelson Piquet,Brabham Ford,1:49.415
27,5,Patrick Tambay,Ferrari,1:49.570
2,6,Riccardo Patrese,Brabham Ford,1:49.760
3,7,Michele Alboreto,Tyrrell Ford,1:52.625
22,8,Andrea de Cesaris,Alfa Romeo,1:52.786
6,9,Keke Rosberg,Williams Ford,1:52.892
7,10,John Watson,McLaren Ford,1:53.073
23,11,Bruno Giacomelli,Alfa Romeo,1:53.887
25,12,Eddie  Cheever,Ligier Matra,1:54.211
11,13,Elio de Angelis,Lotus Ford,1:54.476
35,14,Derek Warwick,Toleman Hart,1:54.594
26,15,Jacques Laffite,Ligier Matra,1:54.982
9,16,Manfred Winkelhock,ATS Ford,1:55.223
4,17,Brian Henton,Tyrrell Ford,1:55.474
12,18,Nigel Mansell,Lotus Ford,1:55.866
5,19,Derek Daly,Williams Ford,1:55.876
31,20,Jean-Pierre Jarier,Osella Ford,1:56.250
14,21,Roberto Guerrero,Ensign Ford,1:56.489
10,22,Eliseo Salazar,ATS Ford,1:56.537
30,23,Mauro Baldi,Arrows Ford,1:56.680
18,24,Raul Boesel,March Ford,1:57.245
20,25,Chico Serra,Fittipaldi Ford,1:57.337
29,26,Marc Surer,Arrows Ford,1:57.402
