,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:15.001,27
6,2,Kimi Räikkönen,McLaren Mercedes,+0.044s,18
3,3,Juan Pablo Montoya,Williams BMW,+0.166s,25
9,4,Jenson Button,BAR Honda,+0.378s,23
4,5,Antonio Pizzonia,Williams BMW,+0.469s,25
35,6,Anthony Davidson,BAR Honda,+0.575s,33
10,7,Takuma Sato,BAR Honda,+0.656s,21
8,8,Fernando Alonso,Renault,+0.676s,30
2,9,Rubens Barrichello,Ferrari,+0.737s,19
38,10,Ricardo Zonta,Toyota,+1.199s,38
5,11,David Coulthard,McLaren Mercedes,+1.264s,18
37,12,Bjorn Wirdheim,Jaguar Cosworth,+1.341s,28
14,13,Mark Webber,Jaguar Cosworth,+1.513s,27
7,14,Jarno Trulli,Renault,+1.659s,32
15,15,Christian Klien,Jaguar Cosworth,+1.853s,31
12,16,Felipe Massa,Sauber Petronas,+1.864s,30
11,17,Giancarlo Fisichella,Sauber Petronas,+2.025s,26
16,18,Cristiano da Matta,Toyota,+2.299s,26
17,19,Olivier Panis,Toyota,+2.418s,23
39,20,Timo Glock,Jordan Ford,+2.723s,25
19,21,Giorgio Pantano,Jordan Ford,+2.868s,24
21,22,Zsolt Baumgartner,Minardi Cosworth,+3.097s,21
40,23,Bas Leinders,Minardi Cosworth,+3.223s,17
18,24,Nick Heidfeld,Jordan Ford,+3.242s,23
20,25,Gianmaria Bruni,Minardi Cosworth,+3.308s,25
