,Position,Driver,Car,Time
6,1,Felipe Massa,Ferrari,1:29.599
5,2,Michael Schumacher,Ferrari,1:29.711
7,3,Ralf Schumacher,Toyota,1:29.989
8,4,Jarno Trulli,Toyota,1:30.039
1,5,Fernando Alonso,Renault,1:30.371
2,6,Giancarlo Fisichella,Renault,1:30.599
12,7,Jenson Button,Honda,1:30.992
11,8,Rubens Barrichello,Honda,1:31.478
16,9,Nick Heidfeld,Sauber BMW,1:31.513
10,10,Nico Rosberg,Williams Cosworth,1:31.856
3,11,Kimi Räikkönen,McLaren Mercedes,1:30.827
17,12,Robert Kubica,Sauber BMW,1:31.094
4,13,Pedro de la Rosa,McLaren Mercedes,1:31.254
9,14,Mark Webber,Williams Cosworth,1:31.276
20,15,Vitantonio Liuzzi,STR Cosworth,1:31.943
19,16,Christijan Albers,MF1 Toyota,1:33.750
14,17,David Coulthard,RBR Ferrari,1:32.252
15,18,Robert Doornbos,RBR Ferrari,1:32.402
21,19,Scott Speed,STR Cosworth,1:32.867
22,20,Takuma Sato,Super Aguri Honda,1:33.666
18,21,Tiago Monteiro,MF1 Toyota,1:33.709
23,22,Sakon Yamamoto,Super Aguri Honda,
