,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Felipe Massa,Ferrari,1:30.112,1:29.830,1:29.599,16
5,2,Michael Schumacher,Ferrari,1:31.279,1:28.954,1:29.711,17
7,3,Ralf Schumacher,Toyota,1:30.595,1:30.299,1:29.989,19
8,4,Jarno Trulli,Toyota,1:30.420,1:30.204,1:30.039,19
1,5,Fernando Alonso,Renault,1:30.976,1:30.357,1:30.371,16
2,6,Giancarlo Fisichella,Renault,1:31.696,1:30.306,1:30.599,17
12,7,Jenson Button,Honda,1:30.847,1:30.268,1:30.992,22
11,8,Rubens Barrichello,Honda,1:31.972,1:30.598,1:31.478,21
16,9,Nick Heidfeld,Sauber BMW,1:31.811,1:30.470,1:31.513,18
10,10,Nico Rosberg,Williams Cosworth,1:30.585,1:30.321,1:31.856,22
3,11,Kimi Räikkönen,McLaren Mercedes,1:32.080,1:30.827,,9
17,12,Robert Kubica,Sauber BMW,1:31.204,1:31.094,,8
4,13,Pedro de la Rosa,McLaren Mercedes,1:31.581,1:31.254,,12
9,14,Mark Webber,Williams Cosworth,1:31.647,1:31.276,,11
20,15,Vitantonio Liuzzi,STR Cosworth,1:31.741,1:31.943,,14
19,16,Christijan Albers,MF1 Toyota,1:32.221,1:33.750,,13
14,17,David Coulthard,RBR Ferrari,1:32.252,,,6
15,18,Robert Doornbos,RBR Ferrari,1:32.402,,,7
21,19,Scott Speed,STR Cosworth,1:32.867,,,7
22,20,Takuma Sato,Super Aguri Honda,1:33.666,,,6
18,21,Tiago Monteiro,MF1 Toyota,1:33.709,,,3
23,22,Sakon Yamamoto,Super Aguri Honda,DNF,,,2
