,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Fernando Alonso,Renault,14,1:32.676,225.572
5,2,Michael Schumacher,Ferrari,32,1:32.792,225.290
6,3,Felipe Massa,Ferrari,37,1:33.296,224.073
3,4,Kimi Räikkönen,McLaren Mercedes,24,1:33.344,223.958
12,5,Jenson Button,Honda,35,1:33.451,223.702
17,6,Robert Kubica,Sauber BMW,39,1:33.509,223.563
2,7,Giancarlo Fisichella,Renault,13,1:33.564,223.432
7,8,Ralf Schumacher,Toyota,2,1:33.607,223.329
8,9,Jarno Trulli,Toyota,2,1:33.866,222.713
11,10,Rubens Barrichello,Honda,40,1:34.071,222.227
4,11,Pedro de la Rosa,McLaren Mercedes,22,1:34.120,222.112
20,12,Vitantonio Liuzzi,STR Cosworth,22,1:34.131,222.086
16,13,Nick Heidfeld,Sauber BMW,31,1:34.525,221.160
21,14,Scott Speed,STR Cosworth,37,1:34.560,221.078
10,15,Nico Rosberg,Williams Cosworth,33,1:34.802,220.514
14,16,David Coulthard,RBR Ferrari,20,1:35.052,219.934
22,17,Takuma Sato,Super Aguri Honda,26,1:35.082,219.864
9,18,Mark Webber,Williams Cosworth,19,1:35.092,219.841
15,19,Robert Doornbos,RBR Ferrari,37,1:35.099,219.825
18,20,Tiago Monteiro,MF1 Toyota,27,1:35.260,219.454
23,21,Sakon Yamamoto,Super Aguri Honda,22,1:35.594,218.687
19,22,Christijan Albers,MF1 Toyota,19,1:36.036,217.680
