,Position,Driver,Car,Laps,Time,Points
5,1,Michael Schumacher,Ferrari,73,1:34:35.199,10
6,2,Felipe Massa,Ferrari,73,+7.984s,8
2,3,Giancarlo Fisichella,Renault,73,+16.595s,6
8,4,Jarno Trulli,Toyota,73,+23.604s,5
1,5,Fernando Alonso,Renault,73,+28.410s,4
11,6,Rubens Barrichello,Honda,73,+36.516s,3
14,7,David Coulthard,RBR Ferrari,72,+1 lap,2
20,8,Vitantonio Liuzzi,STR Cosworth,72,+1 lap,1
10,9,Nico Rosberg,Williams Cosworth,72,+1 lap,0
7,NC,Ralf Schumacher,Toyota,62,DNF,0
19,NC,Christijan Albers,MF1 Toyota,37,DNF,0
17,NC,Jacques Villeneuve,Sauber BMW,23,DNF,0
18,NC,Tiago Monteiro,MF1 Toyota,9,DNF,0
22,NC,Takuma Sato,Super Aguri Honda,6,DNF,0
12,NC,Jenson Button,Honda,3,DNF,0
3,NC,Kimi Räikkönen,McLaren Mercedes,0,DNF,0
16,NC,Nick Heidfeld,Sauber BMW,0,DNF,0
4,NC,Juan Pablo Montoya,McLaren Mercedes,0,DNF,0
9,NC,Mark Webber,Williams Cosworth,0,DNF,0
21,NC,Scott Speed,STR Cosworth,0,DNF,0
15,NC,Christian Klien,RBR Ferrari,0,DNF,0
23,NC,Franck Montagny,Super Aguri Honda,0,DNF,0
