,Position,Driver,Car,Q1,Q2,Q3,Laps
5,1,Michael Schumacher,Ferrari,1:11.588,1:10.636,1:10.832,23
6,2,Felipe Massa,Ferrari,1:11.088,1:11.146,1:11.435,23
2,3,Giancarlo Fisichella,Renault,1:12.287,1:11.200,1:11.920,27
11,4,Rubens Barrichello,Honda,1:12.156,1:11.263,1:12.109,29
1,5,Fernando Alonso,Renault,1:12.416,1:11.877,1:12.449,26
17,6,Jacques Villeneuve,Sauber BMW,1:12.114,1:11.724,1:12.479,26
12,7,Jenson Button,Honda,1:12.238,1:11.865,1:12.523,29
7,8,Ralf Schumacher,Toyota,1:11.879,1:11.673,1:12.795,29
3,9,Kimi Räikkönen,McLaren Mercedes,1:12.777,1:12.135,1:13.174,31
16,10,Nick Heidfeld,Sauber BMW,1:11.891,1:11.718,1:15.280,16
4,11,Juan Pablo Montoya,McLaren Mercedes,1:12.477,1:12.150,,12
9,12,Mark Webber,Williams Cosworth,1:12.935,1:12.292,,13
21,13,Scott Speed,STR Cosworth,1:13.167,1:12.792,,14
19,14,Christijan Albers,MF1 Toyota,1:12.711,1:12.854,,9
18,15,Tiago Monteiro,MF1 Toyota,1:12.627,1:12.864,,9
15,16,Christian Klien,RBR Ferrari,1:12.773,1:12.925,,12
14,17,David Coulthard,RBR Ferrari,1:13.180,,,6
22,18,Takuma Sato,Super Aguri Honda,1:13.496,,,6
10,19,Nico Rosberg,Williams Cosworth,1:13.506,,,7
8,20,Jarno Trulli,Toyota,1:13.787,,,3
20,21,Vitantonio Liuzzi,STR Cosworth,1:14.041,,,10
23,22,Franck Montagny,Super Aguri Honda,1:16.036,,,4
