,Position,Driver,Car,Time
22,1,Jyrki Jarvilehto,Dallara Judd,1:24.825
5,1,Nigel Mansell,Williams Renault,1:20.939
1,2,Ayrton Senna,McLaren Honda,1:21.618
33,2,Andrea de Cesaris,Jordan Ford,1:25.508
6,3,Riccardo Patrese,Williams Renault,1:22.109
21,3,Emanuele Pirro,Dallara Judd,1:25.726
2,4,Gerhard Berger,McLaren Honda,1:22.476
32,4,Bertrand Gachot,Jordan Ford,1:25.931
27,5,Alain Prost,Ferrari,1:22.478
14,5,Olivier Grouillard,Fondmetal Ford,1:26.299
28,6,Jean Alesi,Ferrari,1:22.881
34,6,Nicola Larini,Lambo Lamborghini,1:28.042
19,7,Roberto Moreno,Benetton Ford,1:23.265
35,7,Eric van de Poele,Lambo Lamborghini,1:28.827
20,8,Nelson Piquet,Benetton Ford,1:23.626
31,8,Pedro Chaves,Coloni Ford,1:29.735
15,9,Mauricio Gugelmin,Leyton House Ilmor,1:24.044
4,10,Stefano Modena,Tyrrell Honda,1:24.069
8,12,Mark Blundell,Brabham Yamaha,1:24.165
7,14,Martin Brundle,Brabham Yamaha,1:24.345
3,15,Satoru Nakajima,Tyrrell Honda,1:24.560
16,16,Ivan Capelli,Leyton House Ilmor,1:24.587
25,19,Thierry Boutsen,Ligier Lamborghini,1:25.174
24,20,Gianni Morbidelli,Minardi Ferrari,1:25.222
29,21,Eric Bernard,Lola Ford,1:25.537
30,22,Aguri Suzuki,Lola Ford,1:25.583
23,23,Pierluigi Martini,Minardi Ferrari,1:25.583
12,24,Johnny Herbert,Lotus Judd,1:25.689
11,25,Mika Hakkinen,Lotus Judd,1:25.872
9,26,Michele Alboreto,Footwork Porsche,1:26.192
26,27,Erik Comas,Ligier Lamborghini,1:26.392
10,28,Stefan Johansson,Footwork Porsche,1:26.544
18,29,Fabrizio Barbazza,AGS Ford,1:28.122
17,30,Gabriele Tarquini,AGS Ford,1:28.136
