,Position,Driver,Car,Time
7,1,John Surtees,Ferrari,8:38.400
1,2,Jim Clark,Lotus Climax,8:38.800
5,3,Dan Gurney,Brabham Ford,8:39.300
8,4,Lorenzo Bandini,Ferrari,8:42.600
3,5,Graham Hill,BRM,8:43.800
6,6,Jack Brabham,Brabham Ford,8:46.600
9,7,Bruce McLaren,Cooper Climax,8:47.100
10,8,Phil Hill,Cooper Climax,8:52.700
14,9,Chris Amon,Lotus Climax,8:54.000
19,10,Jo Siffert,Lotus BRM,8:56.900
4,11,Richie Ginther,BRM,8:57.900
11,12,Jo Bonnier,Cooper Climax,9:01.300
15,13,Mike Hailwood,Lotus Climax,9:01.900
22,14,Maurice  Trintignant,BRM,9:06.800
16,15,Bob Anderson,Brabham Climax,9:07.500
26,16,Tony Maggs,BRM,9:09.600
2,17,Mike Spence,Lotus Climax,9:09.900
27,18,Peter   Revson,Lotus BRM,9:13.000
23,19,Gerhard Mitter,Lotus Climax,9:14.100
12,20,Edgar Barth,Cooper Climax,9:14.200
18,21,Giancarlo Baghetti,BRM,9:14.600
20,22,Ronnie Bucknum,Honda,9:34.300
