,Position,Driver,Car,Laps,Time,Points
7,1,John Surtees,Ferrari,15,2:12:04.800,9
3,2,Graham Hill,BRM,15,+75.600s,6
8,3,Lorenzo Bandini,Ferrari,15,+292.800s,4
19,4,Jo Siffert,Brabham BRM,15,+323.100s,3
22,5,Maurice  Trintignant,BRM,14,DNF,2
26,6,Tony Maggs,BRM,14,+1 lap,1
4,7,Richie Ginther,BRM,14,+1 lap,0
2,8,Mike Spence,Lotus Climax,14,+1 lap,0
23,9,Gerhard Mitter,Lotus Climax,14,+1 lap,0
5,10,Dan Gurney,Brabham Climax,14,+1 lap,0
14,11,Chris Amon,Lotus BRM,12,DNF,0
6,12,Jack Brabham,Brabham Climax,11,DNF,0
20,13,Ronnie Bucknum,Honda,11,DNF,0
27,14,Peter   Revson,Lotus BRM,10,DNF,0
1,NC,Jim Clark,Lotus Climax,7,DNF,0
9,NC,Bruce McLaren,Cooper Climax,4,DNF,0
16,NC,Bob Anderson,Brabham Climax,4,DNF,0
12,NC,Edgar Barth,Cooper Climax,3,DNF,0
18,NC,Giancarlo Baghetti,BRM,2,DNF,0
10,NC,Phil Hill,Cooper Climax,1,DNF,0
15,NC,Mike Hailwood,Lotus BRM,0,DNF,0
11,NC,Jo Bonnier,Brabham BRM,0,DNF,0
