,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:17.432,23
7,2,David Coulthard,McLaren Mercedes,+0.103s,20
2,3,Heinz-Harald Frentzen,Williams Mecachrome,+1.215s,28
5,4,Giancarlo Fisichella,Benetton Playlife,+1.242s,31
10,5,Ralf Schumacher,Jordan Mugen Honda,+1.306s,27
6,6,Alexander Wurz,Benetton Playlife,+1.447s,35
3,7,Michael Schumacher,Ferrari,+1.542s,33
11,8,Olivier Panis,Prost Peugeot,+1.706s,15
9,9,Damon Hill,Jordan Mugen Honda,+1.897s,33
4,10,Eddie Irvine,Ferrari,+1.932s,35
1,11,Jacques Villeneuve,Williams Mecachrome,+1.997s,20
12,12,Jarno Trulli,Prost Peugeot,+2.042s,19
14,13,Jean Alesi,Sauber Petronas,+2.254s,17
15,14,Johnny Herbert,Sauber Petronas,+2.435s,23
18,15,Rubens Barrichello,Stewart Ford,+2.867s,20
19,16,Jan Magnussen,Stewart Ford,+2.898s,7
21,17,Toranosuke Takagi,Tyrrell Ford,+3.328s,20
17,18,Mika Salo,Arrows,+3.339s,16
23,19,Esteban Tuero,Minardi Ford,+3.608s,28
16,20,Pedro Diniz,Arrows,+3.610s,17
22,21,Shinji Nakano,Minardi Ford,+3.810s,14
20,22,Ricardo Rosset,Tyrrell Ford,+4.109s,30
