,Position,Driver,Car,Lap,Time,Avg Speed
8,1,Mika Hakkinen,McLaren Mercedes,64,1:19.337,194.754
3,2,Michael Schumacher,Ferrari,62,1:19.627,194.044
7,3,David Coulthard,McLaren Mercedes,58,1:19.646,193.998
6,4,Alexander Wurz,Benetton Playlife,62,1:19.863,193.471
5,5,Giancarlo Fisichella,Benetton Playlife,62,1:20.010,193.115
1,6,Jacques Villeneuve,Williams Mecachrome,58,1:20.129,192.829
2,7,Heinz-Harald Frentzen,Williams Mecachrome,58,1:20.271,192.487
4,8,Eddie Irvine,Ferrari,60,1:20.378,192.231
11,9,Olivier Panis,Prost Peugeot,50,1:20.449,192.062
14,10,Jean Alesi,Sauber Petronas,63,1:20.623,191.647
19,11,Jan Magnussen,Stewart Ford,26,1:20.991,190.776
9,12,Damon Hill,Jordan Mugen Honda,52,1:21.035,190.673
15,13,Johnny Herbert,Sauber Petronas,52,1:21.456,189.687
18,14,Rubens Barrichello,Stewart Ford,38,1:21.758,188.987
12,15,Jarno Trulli,Prost Peugeot,9,1:22.933,186.309
16,16,Pedro Diniz,Arrows,17,1:22.969,186.228
21,17,Toranosuke Takagi,Tyrrell Ford,19,1:23.226,185.653
23,18,Esteban Tuero,Minardi Ford,38,1:23.293,185.504
20,19,Ricardo Rosset,Tyrrell Ford,24,1:23.342,185.395
17,20,Mika Salo,Arrows,13,1:23.565,184.900
22,21,Shinji Nakano,Minardi Ford,4,1:24.475,182.908
