,Position,Driver,Car,Laps,Time,Points
8,1,Mika Hakkinen,McLaren Mercedes,72,1:37:11.747,10
7,2,David Coulthard,McLaren Mercedes,72,+1.102s,6
3,3,Michael Schumacher,Ferrari,72,+60.550s,4
6,4,Alexander Wurz,Benetton Playlife,72,+67.453s,3
2,5,Heinz-Harald Frentzen,Williams Mecachrome,71,+1 lap,2
5,6,Giancarlo Fisichella,Benetton Playlife,71,+1 lap,1
1,7,Jacques Villeneuve,Williams Mecachrome,71,+1 lap,0
4,8,Eddie Irvine,Ferrari,71,+1 lap,0
14,9,Jean Alesi,Sauber Petronas,71,+1 lap,0
19,10,Jan Magnussen,Stewart Ford,70,+2 laps,0
15,11,Johnny Herbert,Sauber Petronas,67,DNF,0
11,NC,Olivier Panis,Prost Peugeot,63,DNF,0
18,NC,Rubens Barrichello,Stewart Ford,56,DNF,0
20,NC,Ricardo Rosset,Tyrrell Ford,52,DNF,0
23,NC,Esteban Tuero,Minardi Ford,44,DNF,0
16,NC,Pedro Diniz,Arrows,26,DNF,0
21,NC,Toranosuke Takagi,Tyrrell Ford,19,DNF,0
17,NC,Mika Salo,Arrows,18,DNF,0
12,NC,Jarno Trulli,Prost Peugeot,17,DNF,0
22,NC,Shinji Nakano,Minardi Ford,3,DNF,0
10,NC,Ralf Schumacher,Jordan Mugen Honda,0,DNF,0
