,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Sebastian Vettel,Red Bull Racing Renault,68,1:24.136,187.453
15,2,Sergio Perez,Sauber Ferrari,65,1:25.218,185.073
2,3,Mark Webber,Red Bull Racing Renault,41,1:25.402,184.674
4,4,Lewis Hamilton,McLaren Mercedes,65,1:25.677,184.082
18,5,Pastor Maldonado,Williams Renault,63,1:25.723,183.983
9,6,Kimi Räikkönen,Lotus Renault,41,1:25.728,183.972
5,7,Fernando Alonso,Ferrari,65,1:25.738,183.951
14,8,Kamui Kobayashi,Sauber Ferrari,61,1:25.745,183.936
8,9,Nico Rosberg,Mercedes,58,1:25.830,183.753
3,10,Jenson Button,McLaren Mercedes,58,1:25.831,183.751
6,11,Felipe Massa,Ferrari,54,1:25.920,183.561
11,12,Paul di Resta,Force India Mercedes,57,1:25.976,183.441
10,13,Romain Grosjean,Lotus Renault,59,1:26.050,183.284
17,14,Jean-Eric Vergne,STR Ferrari,66,1:26.061,183.260
12,15,Nico Hulkenberg,Force India Mercedes,60,1:26.073,183.235
19,16,Bruno Senna,Williams Renault,65,1:26.248,182.863
16,17,Daniel Ricciardo,STR Ferrari,59,1:26.508,182.313
20,18,Heikki Kovalainen,Caterham Renault,62,1:26.595,182.130
7,19,Michael Schumacher,Mercedes,56,1:26.778,181.746
21,20,Vitaly Petrov,Caterham Renault,59,1:27.629,179.981
24,21,Timo Glock,Marussia Cosworth,55,1:28.447,178.316
25,22,Charles Pic,Marussia Cosworth,22,1:28.727,177.754
22,23,Pedro de la Rosa,HRT Cosworth,56,1:28.765,177.678
23,24,Narain Karthikeyan,HRT Cosworth,56,1:29.506,176.207
