,Position,Driver,Car,Time / Gap,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:21.550,27
4,2,Lewis Hamilton,McLaren Mercedes,+0.093s,17
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.121s,29
19,4,Bruno Senna,Williams Renault,+0.326s,22
5,5,Fernando Alonso,Ferrari,+0.334s,13
9,6,Kimi Räikkönen,Lotus Renault,+0.403s,20
10,7,Romain Grosjean,Lotus Renault,+0.560s,24
6,8,Felipe Massa,Ferrari,+0.586s,15
11,9,Paul di Resta,Force India Mercedes,+0.641s,20
3,10,Jenson Button,McLaren Mercedes,+0.683s,24
18,11,Pastor Maldonado,Williams Renault,+0.831s,21
14,12,Kamui Kobayashi,Sauber Ferrari,+0.837s,20
17,13,Jean-Eric Vergne,STR Ferrari,+0.942s,26
12,14,Nico Hulkenberg,Force India Mercedes,+0.980s,25
15,15,Sergio Perez,Sauber Ferrari,+1.047s,23
16,16,Daniel Ricciardo,STR Ferrari,+1.166s,24
7,17,Michael Schumacher,Mercedes,+1.318s,30
8,18,Nico Rosberg,Mercedes,+1.381s,30
20,19,Heikki Kovalainen,Caterham Renault,+2.486s,20
21,20,Vitaly Petrov,Caterham Renault,+2.997s,18
25,21,Charles Pic,Marussia Cosworth,+3.674s,22
24,22,Timo Glock,Marussia Cosworth,+3.947s,21
22,23,Pedro de la Rosa,HRT Cosworth,+5.235s,20
23,24,Narain Karthikeyan,HRT Cosworth,+5.348s,26
