,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lewis Hamilton,McLaren Mercedes,1:21.794,1:21.060,1:20.953,18
10,2,Romain Grosjean,Lotus Renault,1:22.755,1:21.657,1:21.366,26
1,3,Sebastian Vettel,Red Bull Racing Renault,1:22.948,1:21.407,1:21.416,18
3,4,Jenson Button,McLaren Mercedes,1:22.028,1:21.618,1:21.583,22
9,5,Kimi Räikkönen,Lotus Renault,1:22.234,1:21.583,1:21.730,22
5,6,Fernando Alonso,Ferrari,1:22.095,1:21.598,1:21.844,19
6,7,Felipe Massa,Ferrari,1:22.203,1:21.534,1:21.900,19
18,8,Pastor Maldonado,Williams Renault,1:22.475,1:21.504,1:21.939,22
19,9,Bruno Senna,Williams Renault,1:22.271,1:21.697,1:22.343,24
12,10,Nico Hulkenberg,Force India Mercedes,1:22.176,1:21.653,1:22.847,19
2,11,Mark Webber,Red Bull Racing Renault,1:22.829,1:21.715,,17
11,12,Paul di Resta,Force India Mercedes,1:21.912,1:21.813,,15
8,13,Nico Rosberg,Mercedes,1:22.079,1:21.895,,16
15,14,Sergio Perez,Sauber Ferrari,1:22.110,1:21.895,,17
14,15,Kamui Kobayashi,Sauber Ferrari,1:22.801,1:22.300,,17
17,16,Jean-Eric Vergne,STR Ferrari,1:22.799,1:22.380,,10
7,17,Michael Schumacher,Mercedes,1:22.436,1:22.723,,17
16,18,Daniel Ricciardo,STR Ferrari,1:23.250,,,8
20,19,Heikki Kovalainen,Caterham Renault,1:23.576,,,8
21,20,Vitaly Petrov,Caterham Renault,1:24.167,,,7
25,21,Charles Pic,Marussia Cosworth,1:25.244,,,9
24,22,Timo Glock,Marussia Cosworth,1:25.476,,,10
22,23,Pedro de la Rosa,HRT Cosworth,1:25.916,,,9
23,24,Narain Karthikeyan,HRT Cosworth,1:26.178,,,11
