,Position,Driver,Car,Laps,Time,Points
4,1,Lewis Hamilton,McLaren Mercedes,69,1:41:05.503,25
9,2,Kimi Räikkönen,Lotus Renault,69,+1.032s,18
10,3,Romain Grosjean,Lotus Renault,69,+10.518s,15
1,4,Sebastian Vettel,Red Bull Racing Renault,69,+11.614s,12
5,5,Fernando Alonso,Ferrari,69,+26.653s,10
3,6,Jenson Button,McLaren Mercedes,69,+30.243s,8
19,7,Bruno Senna,Williams Renault,69,+33.899s,6
2,8,Mark Webber,Red Bull Racing Renault,69,+34.458s,4
6,9,Felipe Massa,Ferrari,69,+38.350s,2
8,10,Nico Rosberg,Mercedes,69,+51.234s,1
12,11,Nico Hulkenberg,Force India Mercedes,69,+57.283s,0
11,12,Paul di Resta,Force India Mercedes,69,+62.887s,0
18,13,Pastor Maldonado,Williams Renault,69,+63.606s,0
15,14,Sergio Perez,Sauber Ferrari,69,+64.494s,0
16,15,Daniel Ricciardo,STR Ferrari,68,+1 lap,0
17,16,Jean-Eric Vergne,STR Ferrari,68,+1 lap,0
20,17,Heikki Kovalainen,Caterham Renault,68,+1 lap,0
14,18,Kamui Kobayashi,Sauber Ferrari,67,DNF,0
21,19,Vitaly Petrov,Caterham Renault,67,+2 laps,0
25,20,Charles Pic,Marussia Cosworth,67,+2 laps,0
24,21,Timo Glock,Marussia Cosworth,66,+3 laps,0
22,22,Pedro de la Rosa,HRT Cosworth,66,+3 laps,0
23,NC,Narain Karthikeyan,HRT Cosworth,60,DNF,0
7,NC,Michael Schumacher,Mercedes,58,DNF,0
