,Position,Driver,Car,Laps,Time,Points
5,1,Nigel Mansell,Williams Renault,69,1:38:08.459,10
6,2,Riccardo Patrese,Williams Renault,69,+46.447s,6
20,3,Martin Brundle,Benetton Ford,69,+72.579s,4
11,4,Mika Hakkinen,Lotus Ford,68,+1 lap,3
26,5,Erik Comas,Ligier Renault,68,+1 lap,2
12,6,Johnny Herbert,Lotus Ford,68,+1 lap,1
9,7,Michele Alboreto,Footwork Mugen Honda,68,+1 lap,0
24,8,Gianni Morbidelli,Minardi Lamborghini,68,+1 lap,0
21,9,Jyrki Jarvilehto,Dallara Ferrari,67,+2 laps,0
22,10,Pierluigi Martini,Dallara Ferrari,67,+2 laps,0
3,11,Olivier Grouillard,Tyrrell Ilmor,66,+3 laps,0
27,NC,Jean Alesi,Ferrari,61,DNF,0
4,NC,Andrea de Cesaris,Tyrrell Ilmor,51,DNF,0
30,NC,Ukyo Katayama,Venturi Lamborghini,49,DNF,0
25,NC,Thierry Boutsen,Ligier Renault,46,DNF,0
28,NC,Ivan Capelli,Ferrari,38,DNF,0
16,NC,Karl Wendlinger,March Ilmor,33,DNF,0
32,NC,Stefano Modena,Jordan Yamaha,25,DNF,0
10,NC,Aguri Suzuki,Footwork Mugen Honda,20,DNF,0
19,NC,Michael Schumacher,Benetton Ford,17,DNF,0
2,NC,Gerhard Berger,McLaren Honda,10,DNF,0
15,NC,Gabriele Tarquini,Fondmetal Ford,6,DNF,0
