,Position,Driver,Car,Time / Gap,Laps
7,1,Michael Schumacher,Mercedes,2:02.784,10
1,2,Sebastian Vettel,Red Bull Racing Renault,+0.056s,8
15,3,Paul di Resta,Force India Mercedes,+0.128s,12
14,4,Adrian Sutil,Force India Mercedes,+0.357s,12
18,5,Sebastien Buemi,STR Ferrari,+0.398s,9
16,6,Kamui Kobayashi,Sauber Ferrari,+0.508s,13
3,7,Lewis Hamilton,McLaren Mercedes,+0.607s,6
8,8,Nico Rosberg,Mercedes,+1.527s,12
17,9,Sergio Perez,Sauber Ferrari,+2.013s,8
2,10,Mark Webber,Red Bull Racing Renault,+2.399s,5
21,11,Karun Chandhok,Lotus Renault,+3.566s,11
12,12,Pastor Maldonado,Williams Cosworth,+4.068s,11
19,13,Jean-Eric Vergne,STR Ferrari,+4.757s,9
11,14,Rubens Barrichello,Williams Cosworth,+5.434s,5
23,15,Narain Karthikeyan,HRT Cosworth,+6.048s,14
22,16,Daniel Ricciardo,HRT Cosworth,+6.448s,14
25,17,Jerome d'Ambrosio,Virgin Cosworth,+9.874s,7
24,18,Timo Glock,Virgin Cosworth,+11.724s,4
6,19,Felipe Massa,Ferrari,,1
5,20,Fernando Alonso,Ferrari,,5
9,21,Bruno Senna,Renault,,1
10,22,Vitaly Petrov,Renault,,1
20,23,Heikki Kovalainen,Lotus Renault,,1
4,24,Jenson Button,McLaren Mercedes,,1
