,Position,Driver,Car,Q1,Q2,Q3,Laps
3,1,Lewis Hamilton,McLaren Mercedes,1:37.525,1:36.526,1:35.820,14
1,2,Sebastian Vettel,Red Bull Racing Renault,1:39.093,1:37.285,1:36.042,12
4,3,Jenson Button,McLaren Mercedes,1:37.929,1:37.302,1:36.126,14
2,4,Mark Webber,Red Bull Racing Renault,1:39.071,1:37.292,1:36.468,11
6,5,Felipe Massa,Ferrari,1:38.670,1:37.313,1:36.831,16
5,6,Fernando Alonso,Ferrari,1:38.393,1:37.352,1:36.980,11
8,7,Nico Rosberg,Mercedes,1:38.426,1:37.892,1:37.754,12
10,8,Vitaly Petrov,Renault,1:38.378,1:38.186,1:38.124,19
15,9,Paul di Resta,Force India Mercedes,1:38.549,1:38.254,DNF,16
14,10,Adrian Sutil,Force India Mercedes,1:38.789,1:38.219,,14
19,11,Jaime Alguersuari,STR Ferrari,1:39.392,1:38.315,,11
7,12,Michael Schumacher,Mercedes,1:38.502,1:38.354,,9
18,13,Sebastien Buemi,STR Ferrari,1:39.352,1:38.508,,11
16,14,Kamui Kobayashi,Sauber Ferrari,1:39.464,1:38.775,,13
9,15,Bruno Senna,Renault,1:39.316,1:38.791,,14
12,16,Pastor Maldonado,Williams Cosworth,1:39.436,1:39.189,,8
17,17,Sergio Perez,Sauber Ferrari,1:39.097,1:39.443,,14
11,18,Rubens Barrichello,Williams Cosworth,1:39.538,,,4
20,19,Heikki Kovalainen,Lotus Renault,1:40.522,,,6
21,20,Jarno Trulli,Lotus Renault,1:41.101,,,6
24,21,Timo Glock,Virgin Cosworth,1:42.091,,,7
25,22,Jerome d'Ambrosio,Virgin Cosworth,1:43.483,,,8
23,23,Vitantonio Liuzzi,HRT Cosworth,1:43.758,,,8
22,NC,Daniel Ricciardo,HRT Cosworth,DNF,,,2
