,Position,Driver,Car,Laps,Time,Points
5,1,Fernando Alonso,Renault,67,1:30:21.892,10
4,2,Robert Kubica,Sauber BMW,67,+5.283s,8
1,3,Kimi Räikkönen,Ferrari,67,+6.400s,6
6,4,Nelson Piquet,Renault,67,+20.570s,5
11,5,Jarno Trulli,Toyota,67,+23.767s,4
15,6,Sebastian Vettel,STR Ferrari,67,+39.207s,3
2,7,Felipe Massa,Ferrari,67,+46.158s,2
10,8,Mark Webber,Red Bull Renault,67,+50.811s,1
3,9,Nick Heidfeld,Sauber BMW,67,+54.120s,0
14,10,Sebastien Bourdais,STR Ferrari,67,+59.085s,0
7,11,Nico Rosberg,Williams Toyota,67,+62.096s,0
22,12,Lewis Hamilton,McLaren Mercedes,67,+78.900s,0
17,13,Rubens Barrichello,Honda,66,+1 lap,0
16,14,Jenson Button,Honda,66,+1 lap,0
8,15,Kazuki Nakajima,Williams Toyota,66,+1 lap,0
21,NC,Giancarlo Fisichella,Force India Ferrari,21,DNF,0
23,NC,Heikki Kovalainen,McLaren Mercedes,16,DNF,0
20,NC,Adrian Sutil,Force India Ferrari,8,DNF,0
12,NC,Timo Glock,Toyota,6,DNF,0
9,NC,David Coulthard,Red Bull Renault,0,DNF,0
