,Position,Driver,Car,Time / Gap,Laps
12,1,Timo Glock,Toyota,1:18.383,44
5,2,Fernando Alonso,Renault,+0.043s,41
22,3,Lewis Hamilton,McLaren Mercedes,+0.080s,40
2,4,Felipe Massa,Ferrari,+0.108s,40
1,5,Kimi Räikkönen,Ferrari,+0.342s,39
10,6,Mark Webber,Red Bull Renault,+0.351s,39
8,7,Kazuki Nakajima,Williams Toyota,+0.351s,36
15,8,Sebastian Vettel,STR Ferrari,+0.378s,23
23,9,Heikki Kovalainen,McLaren Mercedes,+0.420s,32
11,10,Jarno Trulli,Toyota,+0.480s,45
4,11,Robert Kubica,Sauber BMW,+0.482s,39
6,12,Nelson Piquet,Renault,+0.505s,43
7,13,Nico Rosberg,Williams Toyota,+0.598s,41
14,14,Sebastien Bourdais,STR Ferrari,+0.657s,41
17,15,Rubens Barrichello,Honda,+0.875s,42
20,16,Adrian Sutil,Force India Ferrari,+0.904s,41
9,17,David Coulthard,Red Bull Renault,+0.944s,36
21,18,Giancarlo Fisichella,Force India Ferrari,+1.099s,44
3,19,Nick Heidfeld,Sauber BMW,+1.511s,41
16,20,Jenson Button,Honda,+1.616s,42
