,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,RBR Renault,53,1:30:27.323,25
6,2,Mark Webber,RBR Renault,53,+0.905s,18
8,3,Fernando Alonso,Ferrari,53,+2.721s,15
1,4,Jenson Button,McLaren Mercedes,53,+13.522s,12
2,5,Lewis Hamilton,McLaren Mercedes,53,+39.595s,10
3,6,Michael Schumacher,Mercedes,53,+59.933s,8
23,7,Kamui Kobayashi,Sauber Ferrari,53,+64.038s,6
22,8,Nick Heidfeld,Sauber Ferrari,53,+69.648s,4
9,9,Rubens Barrichello,Williams Cosworth,53,+70.846s,2
16,10,Sebastien Buemi,STR Ferrari,53,+72.806s,1
17,11,Jaime Alguersuari,STR Ferrari,52,+1 lap,0
19,12,Heikki Kovalainen,Lotus Cosworth,52,+1 lap,0
18,13,Jarno Trulli,Lotus Cosworth,51,+2 laps,0
24,14,Timo Glock,Virgin Cosworth,51,+2 laps,0
21,15,Bruno Senna,HRT Cosworth,51,+2 laps,0
20,16,Sakon Yamamoto,HRT Cosworth,50,+3 laps,0
4,17,Nico Rosberg,Mercedes,47,DNF,0
14,NC,Adrian Sutil,Force India Mercedes,44,DNF,0
11,NC,Robert Kubica,Renault,2,DNF,0
10,NC,Nico Hulkenberg,Williams Cosworth,0,DNF,0
7,NC,Felipe Massa,Ferrari,0,DNF,0
12,NC,Vitaly Petrov,Renault,0,DNF,0
15,NC,Vitantonio Liuzzi,Force India Mercedes,0,DNF,0
25,NC,Lucas di Grassi,Virgin Cosworth,,DNS,0
