,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,RBR Renault,1:32.585,23
6,2,Mark Webber,RBR Renault,+0.048s,23
11,3,Robert Kubica,Renault,+0.544s,23
14,4,Adrian Sutil,Force India Mercedes,+1.054s,13
2,5,Lewis Hamilton,McLaren Mercedes,+1.058s,9
9,6,Rubens Barrichello,Williams Cosworth,+1.092s,21
10,7,Nico Hulkenberg,Williams Cosworth,+1.122s,24
3,8,Michael Schumacher,Mercedes,+1.154s,20
22,9,Nick Heidfeld,Sauber Ferrari,+1.206s,23
4,10,Nico Rosberg,Mercedes,+1.246s,9
7,11,Felipe Massa,Ferrari,+1.344s,25
1,12,Jenson Button,McLaren Mercedes,+1.457s,19
8,13,Fernando Alonso,Ferrari,+1.584s,23
23,14,Kamui Kobayashi,Sauber Ferrari,+1.686s,19
12,15,Vitaly Petrov,Renault,+1.788s,24
15,16,Vitantonio Liuzzi,Force India Mercedes,+1.794s,21
16,17,Sebastien Buemi,STR Ferrari,+2.406s,26
17,18,Jaime Alguersuari,STR Ferrari,+3.099s,22
19,19,Heikki Kovalainen,Lotus Cosworth,+4.364s,25
24,20,Timo Glock,Virgin Cosworth,+4.744s,17
18,21,Jarno Trulli,Lotus Cosworth,+4.803s,23
25,22,Jerome d'Ambrosio,Virgin Cosworth,+5.193s,23
21,23,Bruno Senna,HRT Cosworth,+6.229s,28
20,24,Sakon Yamamoto,HRT Cosworth,+6.858s,26
