,Position,Driver,Car,Time
5,1,Sebastian Vettel,RBR Renault,1:30.785
6,2,Mark Webber,RBR Renault,1:30.853
11,3,Robert Kubica,Renault,1:31.231
8,4,Fernando Alonso,Ferrari,1:31.352
1,5,Jenson Button,McLaren Mercedes,1:31.378
4,6,Nico Rosberg,Mercedes,1:31.494
9,7,Rubens Barrichello,Williams Cosworth,1:31.535
2,8,Lewis Hamilton,McLaren Mercedes,1:31.169
10,9,Nico Hulkenberg,Williams Cosworth,1:31.559
3,10,Michael Schumacher,Mercedes,1:31.846
22,11,Nick Heidfeld,Sauber Ferrari,1:32.187
7,12,Felipe Massa,Ferrari,1:32.321
12,13,Vitaly Petrov,Renault,1:32.422
23,14,Kamui Kobayashi,Sauber Ferrari,1:32.427
14,15,Adrian Sutil,Force India Mercedes,1:32.659
17,16,Jaime Alguersuari,STR Ferrari,1:33.071
15,17,Vitantonio Liuzzi,Force India Mercedes,1:33.154
16,18,Sebastien Buemi,STR Ferrari,1:33.568
18,19,Jarno Trulli,Lotus Cosworth,1:35.346
19,20,Heikki Kovalainen,Lotus Cosworth,1:35.464
25,21,Lucas di Grassi,Virgin Cosworth,1:36.265
24,22,Timo Glock,Virgin Cosworth,1:36.332
21,23,Bruno Senna,HRT Cosworth,1:37.270
20,24,Sakon Yamamoto,HRT Cosworth,1:37.365
