,Position,Driver,Car,Time
5,1,Jack Brabham,Brabham Climax,1:34.500
6,2,Denny Hulme,Brabham Climax,1:34.800
16,3,Dan Gurney,Eagle Climax,1:35.800
3,4,Graham Hill,BRM,1:36.000
1,5,Jim Clark,Lotus Climax,1:36.100
12,6,John Surtees,Cooper Maserati,1:36.400
11,7,Jochen Rindt,Cooper Maserati,1:36.600
4,8,Jackie Stewart,BRM,1:36.900
17,9,Mike Spence,Lotus BRM,1:37.300
21,10,Bob Anderson,Brabham Climax,1:37.500
20,11,Jo Siffert,Cooper Maserati,1:38.000
7,12,Chris   Irwin,Brabham Climax,1:38.100
14,13,Bruce McLaren,McLaren Serenissima,1:38.500
25,14,Bob Bondurant,BRM,1:38.900
18,15,Jo Bonnier,Brabham Climax,1:39.300
22,16,John  Taylor ,Brabham BRM,1:40.000
19,17,Guy  Ligier ,Cooper Maserati,1:41.400
23,18,Trevor  Taylor ,Shannon Climax,1:41.600
24,19,Chris  Lawrence ,Cooper Ferrari,1:43.800
2,20,Peter  Arundell ,Lotus Climax,1:54.300
