,Position,Driver,Car,Laps,Time,Points
4,1,Eddie Irvine,Ferrari,57,1:35:01.659,10
8,2,Heinz-Harald Frentzen,Jordan Mugen Honda,57,+1.026s,6
6,3,Ralf Schumacher,Williams Supertec,57,+7.012s,4
9,4,Giancarlo Fisichella,Benetton Playlife,57,+33.418s,3
16,5,Rubens Barrichello,Stewart Ford,57,+54.697s,2
14,6,Pedro de la Rosa,Arrows,57,+84.316s,1
15,7,Toranosuke Takagi,Arrows,57,+86.288s,0
3,8,Michael Schumacher,Ferrari,56,+1 lap,0
23,NC,Ricardo Zonta,BAR Supertec,48,DNF,0
20,NC,Luca Badoer,Minardi Ford,42,DNF,0
10,NC,Alexander Wurz,Benetton Playlife,28,DNF,0
12,NC,Pedro Diniz,Sauber Petronas,27,DNF,0
21,NC,Marc Gene,Minardi Ford,25,DNF,0
19,NC,Jarno Trulli,Prost Peugeot,25,DNF,0
18,NC,Olivier Panis,Prost Peugeot,23,DNF,0
1,NC,Mika Hakkinen,McLaren Mercedes,21,DNF,0
5,NC,Alessandro Zanardi,Williams Supertec,20,DNF,0
2,NC,David Coulthard,McLaren Mercedes,13,DNF,0
22,NC,Jacques Villeneuve,BAR Supertec,13,DNF,0
7,NC,Damon Hill,Jordan Mugen Honda,0,DNF,0
11,NC,Jean Alesi,Sauber Petronas,0,DNF,0
