,Position,Driver,Car,Time
5,1,Mario Andretti,Lotus Ford,1:37.520
12,2,Gilles Villeneuve,Ferrari,1:37.866
15,3,Jean-Pierre Jabouille,Renault,1:37.930
1,4,Niki Lauda,Brabham Alfa Romeo,1:38.215
6,5,Ronnie Peterson,Lotus Ford,1:38.256
27,6,Alan  Jones,Williams Ford,1:38.271
2,7,John Watson,Brabham Alfa Romeo,1:38.610
26,8,Jacques Laffite,Ligier Matra,1:38.917
20,9,Jody Scheckter,Wolf Ford,1:38.937
7,10,James Hunt,McLaren Ford,1:38.938
11,11,Carlos Reutemann,Ferrari,1:38.959
35,12,Riccardo Patrese,Arrows Ford,1:39.179
14,13,Emerson Fittipaldi,Fittipaldi Ford,1:39.421
3,14,Didier Pironi,Tyrrell Ford,1:39.563
17,15,Clay Regazzoni,Shadow Ford,1:39.621
4,16,Patrick Depailler,Tyrrell Ford,1:39.630
16,17,Hans-Joachim Stuck,Shadow Ford,1:39.701
22,18,Derek Daly,Ensign Ford,1:40.075
8,19,Patrick Tambay,McLaren Ford,1:40.163
33,20,Bruno Giacomelli,McLaren Ford,1:40.199
30,21,Brett Lunger,McLaren Ford,1:40.302
37,22,Arturo Merzario,Merzario Ford,1:40.702
19,23,Vittorio Brambilla,Surtees Ford,1:40.805
29,24,Nelson Piquet,McLaren Ford,1:40.846
